""	"Tausta_2014.M.Section_4.1"	"Tausta_2014.M.Section_4.2"	"Tausta_2014.M.Section_9.1"	"Tausta_2014.M.Section_9.2"	"Tausta_2014.M.Section_14.1"	"Tausta_2014.M.Section_14.2"	"Tausta_2014.BS.Section_4.1"	"Tausta_2014.BS.Section_4.2"	"Tausta_2014.BS.Section_9.1"	"Tausta_2014.BS.Section_9.2"	"Tausta_2014.BS.Section_14.1"	"Tausta_2014.BS.Section_14.2"
"GRMZM2G126349"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G126361"	2912	3242	20690	21354	10328	9756	3197	3186	8963	9728	5653	4209
"GRMZM2G126367"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126370"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126371"	0	0	0	0	0	4	0	0	0	0	0	0
"GRMZM2G126386"	389	385	1701	1651	925	703	213	171	965	860	486	775
"GRMZM2G126397"	0	1	6	0	75	90	1	0	0	0	11	6
"GRMZM2G126402"	3	6	14	16	19	5	8	3	12	6	12	21
"GRMZM2G126404"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126408"	0	0	0	0	0	0	0	0	0	0	2	0
"GRMZM2G126412"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126413"	1	7	9	32	69	24	9	5	90	108	32	120
"GRMZM2G126430"	1	0	1	1	3	3	3	1	3	2	2	1
"GRMZM2G126433"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126435"	53	61	87	114	111	74	104	94	84	61	47	51
"GRMZM2G126443"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126446"	1	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G126447"	95	103	381	324	169	130	108	134	283	278	134	184
"GRMZM2G126451"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126453"	93	117	306	355	101	108	146	136	241	286	87	170
"GRMZM2G126460"	0	0	0	0	0	0	1	0	1	0	0	0
"GRMZM2G126463"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126468"	2	0	0	0	0	0	0	0	0	0	0	1
"GRMZM2G126471"	103	142	738	639	498	366	125	155	763	636	345	313
"GRMZM2G126481"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126484"	4	1	14	11	8	6	15	6	8	9	2	0
"GRMZM2G126496"	13	15	40	48	27	19	8	10	26	26	11	10
"GRMZM2G126502"	5	4	15	9	1	8	6	5	9	2	1	1
"GRMZM2G126505"	19	18	2	2	2	6	8	3	1	9	5	0
"GRMZM2G126507"	1271	1440	4369	4214	738	667	1624	1462	2066	2338	411	645
"GRMZM2G126511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126517"	37	30	130	134	48	36	69	72	157	181	51	66
"GRMZM2G126521"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G126541"	0	0	0	2	0	0	0	0	0	0	0	0
"GRMZM2G126545"	38	31	170	173	93	49	66	54	160	155	68	65
"GRMZM2G126552"	5	10	6	3	48	35	14	14	1	9	10	21
"GRMZM2G126555"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126566"	1	6	0	0	0	0	2	7	0	0	0	0
"GRMZM2G126572"	8	8	30	33	7	6	15	11	114	143	7	22
"GRMZM2G126574"	0	0	0	0	0	0	0	0	0	0	1	1
"GRMZM2G126580"	162	168	581	662	172	180	184	193	453	374	113	88
"GRMZM2G126582"	3	3	0	0	3	0	0	0	0	0	0	2
"GRMZM2G126586"	32	42	58	57	52	29	40	16	35	30	23	19
"GRMZM2G126594"	236	242	392	376	451	371	559	512	249	200	162	236
"GRMZM2G126601"	0	0	0	1	72	51	0	0	0	1	35	49
"GRMZM2G126603"	25	20	13	22	82	57	55	77	38	37	47	57
"GRMZM2G126632"	0	0	0	0	0	0	0	0	3	0	0	0
"GRMZM2G126633"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126635"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126638"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126642"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126646"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126656"	70	75	203	228	66	64	64	66	67	106	42	47
"GRMZM2G126664"	0	0	0	0	1	0	0	0	0	0	0	1
"GRMZM2G126665"	25	23	88	97	45	53	30	38	152	75	36	42
"GRMZM2G126671"	0	0	0	0	0	0	0	0	0	0	0	1
"GRMZM2G126679"	8	8	18	24	0	0	7	2	16	16	2	0
"GRMZM2G126682"	54	92	94	127	28	48	46	32	110	86	3	6
"GRMZM2G126691"	23	23	72	75	40	16	44	48	134	105	27	35
"GRMZM2G126696"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G126700"	1	3	2	3	0	1	3	2	0	0	0	0
"GRMZM2G126706"	8	9	8	10	49	38	2	11	3	14	15	21
"GRMZM2G126714"	0	0	2	1	2	1	0	3	5	0	1	2
"GRMZM2G126718"	0	1	0	0	0	0	3	1	0	0	0	0
"GRMZM2G126732"	3	0	0	6	4	6	1	0	29	2	1	1
"GRMZM2G126734"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126740"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126742"	0	2	3	2	2	1	0	0	4	5	1	3
"GRMZM2G126745"	4	1	4	13	0	1	2	2	7	9	0	1
"GRMZM2G126749"	11	1	0	0	5	5	6	2	0	0	1	3
"GRMZM2G126754"	2	5	1	1	0	0	10	1	0	1	0	0
"GRMZM2G126763"	2	0	4	0	2	0	1	3	8	4	1	3
"GRMZM2G126765"	3	4	8	27	5	13	0	0	34	21	1	4
"GRMZM2G126770"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126772"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G126774"	9	7	20	17	18	9	14	9	24	28	31	15
"GRMZM2G126781"	0	0	1	0	3	0	0	0	0	0	0	0
"GRMZM2G126783"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126795"	65	75	240	197	129	73	65	61	70	96	42	35
"GRMZM2G126800"	0	0	0	0	5	0	0	0	0	0	0	0
"GRMZM2G126802"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126808"	1	3	0	1	1	1	1	2	1	0	2	0
"GRMZM2G126810"	11	5	12	11	0	0	4	4	5	4	0	0
"GRMZM2G126812"	36	34	99	100	73	61	118	81	158	88	162	292
"GRMZM2G126816"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126817"	0	0	0	0	3	0	0	0	0	0	1	0
"GRMZM2G126821"	14	11	19	7	34	26	32	31	19	23	18	37
"GRMZM2G126824"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126827"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126832"	27	26	70	60	39	61	39	48	149	89	59	81
"GRMZM2G126834"	6	2	4	5	21	17	11	7	22	32	15	8
"GRMZM2G126839"	36	46	234	195	108	69	67	52	210	216	78	96
"GRMZM2G126852"	1	0	0	0	0	0	3	0	2	4	0	0
"GRMZM2G126853"	40	56	107	104	73	57	39	26	60	47	39	31
"GRMZM2G126856"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126858"	6	16	33	30	6	7	43	34	110	134	24	59
"GRMZM2G126860"	43	45	146	160	244	134	63	49	154	111	124	120
"GRMZM2G126865"	0	0	3	0	3	0	0	4	0	0	0	1
"GRMZM2G126871"	0	0	1	1	0	1	0	1	0	0	0	0
"GRMZM2G126873"	6	4	12	6	2	3	1	1	5	10	4	5
"GRMZM2G126878"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126880"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G126885"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G126887"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126900"	60	101	4	3	4	3	159	138	12	5	1	10
"GRMZM2G126904"	3	4	71	60	0	0	3	8	28	26	0	0
"GRMZM2G126913"	0	0	0	0	0	0	1	0	3	1	0	0
"GRMZM2G126917"	5	0	7	11	14	7	6	5	4	5	9	24
"GRMZM2G126920"	10	13	19	15	18	10	9	10	43	29	10	12
"GRMZM2G126922"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126925"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G126928"	83	113	132	104	139	113	175	167	79	78	59	94
"GRMZM2G126936"	5	5	57	75	3	0	6	5	187	170	1	0
"GRMZM2G126946"	1	7	8	21	11	10	6	6	9	10	9	4
"GRMZM2G126956"	6	5	13	7	26	15	9	11	3	3	7	5
"GRMZM2G126957"	0	3	1	1	1	0	0	0	0	0	0	1
"GRMZM2G126972"	5	1	0	2	2	0	7	3	1	3	2	2
"GRMZM2G126975"	5	7	4	0	8	0	0	0	0	0	4	0
"GRMZM2G126977"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM2G126986"	0	0	1	5	0	0	0	1	0	2	0	0
"GRMZM2G126988"	106	97	383	361	159	87	324	266	983	967	465	480
"GRMZM2G126990"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127012"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127015"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G127029"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127031"	1	3	11	8	11	6	2	3	8	8	11	8
"GRMZM2G127034"	0	0	0	0	0	1	0	0	0	0	0	1
"GRMZM2G127035"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127040"	0	0	0	0	0	0	0	0	3	0	0	0
"GRMZM2G127046"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127050"	47	36	89	82	70	34	44	27	68	102	30	26
"GRMZM2G127064"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127067"	158	119	125	206	52	71	85	68	115	165	28	54
"GRMZM2G127072"	102	70	80	68	61	48	41	39	15	23	10	3
"GRMZM2G127080"	38	54	93	104	282	99	248	246	1974	1749	200	314
"GRMZM2G127087"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127101"	118	132	538	569	164	182	125	135	509	361	89	114
"GRMZM2G127104"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G127106"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127115"	0	1	4	3	19	7	7	6	0	3	1	0
"GRMZM2G127117"	301	379	544	551	114	78	212	160	116	93	31	13
"GRMZM2G127121"	2	3	10	14	1	0	8	6	10	16	1	0
"GRMZM2G127123"	45	69	73	67	62	32	108	118	155	152	134	276
"GRMZM2G127134"	6	7	19	21	0	0	10	15	14	11	0	0
"GRMZM2G127138"	1	0	0	0	0	0	0	1	0	0	0	0
"GRMZM2G127139"	433	554	3240	3500	1520	1398	626	558	5620	4223	972	1024
"GRMZM2G127141"	24	37	60	78	30	17	37	43	80	103	9	9
"GRMZM2G127143"	4	7	6	4	1	4	20	10	2	0	2	0
"GRMZM2G127147"	231	232	451	528	116	185	382	327	950	942	51	90
"GRMZM2G127150"	2	2	5	4	17	6	7	5	9	2	4	5
"GRMZM2G127154"	10	22	39	52	76	48	24	27	62	41	39	54
"GRMZM2G127160"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G127162"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127168"	34	37	96	79	86	65	35	41	85	79	59	67
"GRMZM2G127173"	32	42	53	56	49	22	56	64	47	38	15	28
"GRMZM2G127180"	12	19	13	17	52	32	58	46	16	27	22	46
"GRMZM2G127181"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G127184"	3	0	6	4	1	2	2	5	1	0	0	0
"GRMZM2G127213"	0	0	3	2	4	4	0	1	1	0	0	0
"GRMZM2G127224"	0	1	1	2	0	0	3	1	5	1	1	0
"GRMZM2G127230"	860	1149	2466	2608	217	224	1042	977	1027	802	79	71
"GRMZM2G127232"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127236"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127251"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127266"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127270"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127271"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127281"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127283"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127294"	0	0	0	1	2	0	0	0	1	0	1	0
"GRMZM2G127296"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127297"	8	6	53	51	10	12	19	13	30	36	4	11
"GRMZM2G127299"	0	0	3	2	1	0	0	0	1	0	1	2
"GRMZM2G127308"	7	12	31	17	2	7	21	24	77	89	1	6
"GRMZM2G127309"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127312"	30	24	76	65	58	52	85	66	52	33	43	43
"GRMZM2G127328"	0	0	0	1	5	0	1	0	1	0	2	0
"GRMZM2G127329"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127336"	4	3	0	7	0	0	6	1	0	0	0	0
"GRMZM2G127338"	0	0	4	0	2	0	0	0	0	0	0	0
"GRMZM2G127340"	58	54	102	88	76	71	50	54	93	77	49	50
"GRMZM2G127342"	0	0	6	0	0	0	2	0	0	0	0	0
"GRMZM2G127350"	41	47	28	58	2	7	14	9	22	12	0	0
"GRMZM2G127356"	0	0	0	0	0	1	0	1	1	0	0	0
"GRMZM2G127360"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127361"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM2G127374"	29	34	208	240	36	43	86	66	268	314	43	104
"GRMZM2G127379"	3	1	3	3	6	6	1	3	54	37	9	103
"GRMZM2G127382"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G127386"	20	24	12	12	24	16	76	66	3	5	4	3
"GRMZM2G127393"	124	87	307	230	325	239	429	402	435	436	697	1209
"GRMZM2G127396"	17	11	131	109	57	35	11	17	61	144	29	36
"GRMZM2G127397"	0	0	2	0	0	0	0	0	0	0	0	0
"GRMZM2G127401"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127404"	25	23	11	6	7	2	12	7	0	3	0	12
"GRMZM2G127406"	0	0	1	1	0	0	0	0	0	1	0	0
"GRMZM2G127412"	3	3	26	35	9	7	5	6	39	23	7	11
"GRMZM2G127416"	11	13	37	34	13	7	17	13	40	23	7	34
"GRMZM2G127418"	2	0	7	7	0	0	1	0	3	2	0	0
"GRMZM2G127421"	175	218	1181	1230	494	440	272	212	446	432	324	524
"GRMZM2G127426"	1	0	0	1	14	8	3	6	0	0	11	19
"GRMZM2G127429"	0	0	3	0	1	0	2	3	5	2	0	0
"GRMZM2G127431"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G127437"	1	5	1	2	0	0	4	1	2	4	0	0
"GRMZM2G127444"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127453"	214	288	769	836	290	255	565	543	2153	2088	250	489
"GRMZM2G127455"	10	14	6	5	0	1	18	11	14	1	0	0
"GRMZM2G127457"	2	6	18	17	5	7	3	3	2	17	2	5
"GRMZM2G127478"	0	1	4	2	0	0	6	0	11	10	0	2
"GRMZM2G127490"	1	0	0	0	0	0	0	3	0	0	0	0
"GRMZM2G127499"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127510"	23	36	105	102	46	46	51	52	70	64	29	67
"GRMZM2G127520"	0	0	0	0	0	1	0	0	0	0	1	0
"GRMZM2G127521"	8	4	6	4	2	1	5	7	13	13	0	0
"GRMZM2G127524"	0	0	1	0	0	0	0	0	1	0	0	0
"GRMZM2G127537"	177	118	456	468	57	36	38	17	69	110	15	15
"GRMZM2G127543"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G127546"	65	99	565	577	604	303	97	81	278	375	395	440
"GRMZM2G127548"	18	12	31	30	20	15	18	24	29	30	25	46
"GRMZM2G127553"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127559"	33	62	78	110	37	32	31	27	52	35	18	16
"GRMZM2G127566"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127581"	101	139	179	357	260	227	247	237	396	368	157	201
"GRMZM2G127591"	7	7	35	24	40	16	6	10	12	21	10	9
"GRMZM2G127598"	16	10	32	30	9	4	16	8	17	20	4	21
"GRMZM2G127602"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127609"	1455	1379	2571	2478	823	764	2991	2725	1263	1542	481	618
"GRMZM2G127619"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM2G127622"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127632"	1	6	7	12	4	1	7	8	8	11	3	2
"GRMZM2G127635"	7	14	24	4	0	0	2	3	10	1	0	0
"GRMZM2G127648"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G127650"	1	1	8	12	1	0	0	1	0	2	0	0
"GRMZM2G127652"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127656"	0	0	0	1	0	0	0	0	0	0	1	0
"GRMZM2G127661"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127665"	9	12	27	39	242	227	33	49	62	44	444	636
"GRMZM2G127668"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127680"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127683"	2	4	27	13	15	7	14	6	10	29	12	10
"GRMZM2G127687"	19	13	36	21	10	2	19	5	12	15	4	9
"GRMZM2G127690"	2	0	11	4	3	0	1	1	4	3	2	0
"GRMZM2G127695"	0	2	0	0	1	2	1	0	1	0	0	4
"GRMZM2G127704"	18	33	55	57	8	8	48	67	291	56	8	7
"GRMZM2G127714"	2	0	4	8	8	4	7	4	1	1	3	2
"GRMZM2G127717"	10	7	12	39	4	8	7	11	12	10	2	1
"GRMZM2G127720"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G127729"	35	40	174	148	75	84	46	48	108	103	28	42
"GRMZM2G127739"	4	0	0	1	2	1	1	1	2	0	1	1
"GRMZM2G127754"	0	0	0	0	0	0	0	0	0	2	0	0
"GRMZM2G127756"	18	9	39	44	23	23	12	19	61	38	25	44
"GRMZM2G127757"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127774"	47	48	297	256	154	172	79	63	347	297	86	123
"GRMZM2G127776"	14	19	84	72	103	126	55	54	487	426	420	645
"GRMZM2G127780"	0	1	2	1	2	0	2	4	3	14	7	3
"GRMZM2G127789"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127798"	32	29	46	40	172	111	83	65	247	244	156	175
"GRMZM2G127805"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127810"	0	0	0	1	1	0	0	0	0	0	1	0
"GRMZM2G127812"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127821"	58	34	170	126	275	347	202	171	1894	1850	412	1173
"GRMZM2G127824"	0	0	0	0	3	0	0	0	0	0	2	2
"GRMZM2G127826"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G127841"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127844"	33	40	99	71	36	28	33	27	59	55	31	42
"GRMZM2G127846"	0	0	0	0	3	0	0	0	8	8	1	6
"GRMZM2G127850"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127853"	11	11	0	0	5	11	5	5	0	0	28	43
"GRMZM2G127857"	0	0	0	2	0	0	0	0	0	0	0	0
"GRMZM2G127883"	1	0	0	0	4	1	2	0	0	4	0	2
"GRMZM2G127893"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G127909"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127911"	16	11	27	27	37	34	12	22	15	38	30	71
"GRMZM2G127914"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM2G127924"	0	0	0	0	4	0	0	0	0	0	2	0
"GRMZM2G127941"	0	0	2	0	1	4	1	0	0	0	3	3
"GRMZM2G127945"	0	0	0	0	0	0	1	0	1	0	0	0
"GRMZM2G127948"	0	1	0	0	0	0	0	1	0	0	0	0
"GRMZM2G127949"	21	21	4	9	37	40	41	39	10	29	17	22
"GRMZM2G127958"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127963"	68	88	316	300	30	31	86	88	87	119	8	16
"GRMZM2G127972"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127982"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127984"	6	11	52	49	3	8	9	6	31	22	4	2
"GRMZM2G127990"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G127999"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128012"	352	418	2313	2116	394	417	257	231	920	1208	208	198
"GRMZM2G128014"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128016"	19	36	87	73	42	37	55	40	73	52	19	18
"GRMZM2G128023"	4	3	15	14	0	0	4	6	33	14	0	0
"GRMZM2G128025"	0	0	0	1	0	0	1	0	0	0	0	0
"GRMZM2G128029"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128050"	2	0	0	0	0	0	4	3	0	0	0	0
"GRMZM2G128056"	244	321	1351	1533	364	350	303	285	659	485	191	304
"GRMZM2G128057"	8	3	2	0	1	1	5	8	3	3	0	0
"GRMZM2G128072"	49	68	149	123	764	704	889	751	4820	4731	3281	3807
"GRMZM2G128074"	18	14	49	49	21	6	25	27	29	44	11	28
"GRMZM2G128078"	14	4	31	41	189	85	65	43	100	81	162	251
"GRMZM2G128080"	38	27	49	27	31	9	37	38	27	25	7	7
"GRMZM2G128092"	0	1	1	0	7	3	0	0	1	0	2	2
"GRMZM2G128095"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128098"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128101"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128109"	3	6	10	14	7	5	9	5	6	11	3	3
"GRMZM2G128114"	46	79	262	293	39	56	38	48	150	135	43	27
"GRMZM2G128121"	37	44	90	97	47	20	61	67	81	50	13	18
"GRMZM2G128131"	50	50	124	128	30	45	66	88	310	241	25	18
"GRMZM2G128146"	73	112	690	589	190	163	119	125	464	365	74	97
"GRMZM2G128156"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128160"	48	64	170	206	119	114	73	65	151	151	59	81
"GRMZM2G128171"	74	72	165	181	253	135	50	66	84	95	182	181
"GRMZM2G128174"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128176"	60	36	99	118	71	49	59	54	133	124	56	82
"GRMZM2G128179"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128189"	65	52	240	324	280	339	88	158	238	362	116	120
"GRMZM2G128201"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128206"	12	6	14	17	9	9	4	7	1	5	2	4
"GRMZM2G128212"	18	39	25	31	5	2	16	17	18	21	0	6
"GRMZM2G128214"	9	9	32	50	10	10	28	25	51	71	41	39
"GRMZM2G128215"	3	11	117	75	13	10	3	1	65	48	12	13
"GRMZM2G128219"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128225"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128228"	7	11	30	44	18	9	7	9	22	32	34	27
"GRMZM2G128233"	0	4	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128241"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G128248"	5	2	12	21	8	2	4	5	2	1	8	11
"GRMZM2G128256"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128268"	51	18	52	47	36	12	15	18	20	9	8	3
"GRMZM2G128295"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128301"	1	0	2	1	0	0	0	0	0	0	0	0
"GRMZM2G128308"	0	0	0	0	0	0	0	0	1	1	0	0
"GRMZM2G128315"	1	0	1	0	1	0	2	0	0	0	1	0
"GRMZM2G128319"	53	47	45	68	7	1	18	18	19	15	0	0
"GRMZM2G128322"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G128333"	30	27	10	23	3	1	16	12	64	57	3	0
"GRMZM2G128342"	4	7	10	10	0	0	2	3	0	2	0	0
"GRMZM2G128348"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128354"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G128358"	231	321	841	776	136	128	434	351	697	650	117	180
"GRMZM2G128364"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128376"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128395"	0	5	15	7	16	6	3	0	9	7	4	8
"GRMZM2G128399"	167	182	752	725	219	205	228	215	631	668	162	264
"GRMZM2G128421"	9	10	0	0	9	0	16	8	5	6	3	22
"GRMZM2G128426"	3	4	9	10	1	6	17	17	0	3	0	0
"GRMZM2G128432"	30	10	53	52	64	24	51	22	12	39	18	24
"GRMZM2G128434"	107	118	1188	1363	192	300	80	81	675	601	87	57
"GRMZM2G128439"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128444"	226	331	664	618	143	111	333	235	431	391	81	102
"GRMZM2G128445"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128454"	142	141	35	82	49	16	376	273	131	101	63	85
"GRMZM2G128466"	5	8	43	47	16	9	7	7	45	25	1	15
"GRMZM2G128477"	0	0	1	0	3	2	2	0	0	2	4	6
"GRMZM2G128485"	28	22	75	77	38	31	18	29	64	66	21	53
"GRMZM2G128491"	9	10	17	5	8	5	11	10	0	1	2	1
"GRMZM2G128504"	0	0	0	0	0	0	0	0	0	0	1	0
"GRMZM2G128511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128515"	8	11	60	72	61	64	26	40	131	112	148	292
"GRMZM2G128518"	206	231	1316	1249	823	839	191	186	681	647	328	455
"GRMZM2G128520"	0	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G128531"	1	0	0	0	3	1	0	0	1	0	1	0
"GRMZM2G128534"	3	2	0	0	0	0	6	6	4	10	3	0
"GRMZM2G128537"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128549"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128551"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128560"	7	8	54	54	30	5	44	23	17	20	7	4
"GRMZM2G128564"	82	78	16	20	8	16	72	73	227	204	41	45
"GRMZM2G128574"	2	8	3	0	1	0	21	10	13	3	1	2
"GRMZM2G128577"	1	0	0	0	1	2	3	2	3	0	0	1
"GRMZM2G128579"	19	11	46	50	31	34	34	46	28	36	32	27
"GRMZM2G128590"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G128605"	0	0	3	0	0	0	0	0	1	1	0	0
"GRMZM2G128608"	14	9	60	67	22	25	18	18	35	88	9	13
"GRMZM2G128613"	33	43	106	120	73	49	58	39	101	125	29	40
"GRMZM2G128616"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128617"	3	2	2	3	3	0	0	2	20	7	3	6
"GRMZM2G128641"	103	174	288	278	30	23	57	42	25	20	8	7
"GRMZM2G128644"	20	31	154	163	66	83	159	120	1439	1413	145	204
"GRMZM2G128648"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G128651"	4	0	0	0	6	6	1	2	0	0	0	0
