""	"BS.S4.vs.M.S4"	"BS.S9.vs.M.S9"	"BS.S14.vs.M.S14"
"GRMZM2G476914"	1	0.0912490599367014	0.0293190057350859
"GRMZM2G476921"	1	1	1
"GRMZM2G476933"	0.558515778534113	0.455458637593141	0.624154840544396
"GRMZM2G476937"	1	1	1
"GRMZM2G476949"	1	1	1
"GRMZM2G476964"	1	0.777211751604692	1
"GRMZM2G476970"	1	0.777211751604692	1
"GRMZM2G476973"	0.996451447015187	0.79198351596415	1
"GRMZM2G477019"	1	0.777211751604692	1
"GRMZM2G477032"	1	0.777211751604692	1
"GRMZM2G477041"	0.665594623393936	0.0165428140723049	1
"GRMZM2G477063"	1	1	1
"GRMZM2G477073"	1	1	1
"GRMZM2G477113"	1	0.119365644792763	1
"GRMZM2G477128"	0.996451447015187	1	1
"GRMZM2G477139"	1	0.0929716182808468	0.93810199727452
"GRMZM2G477146"	0.0270594477051786	3.07525266813653e-05	0.93810199727452
"GRMZM2G477158"	1	0.777211751604692	1
"GRMZM2G477161"	1	0.562154062702578	1
"GRMZM2G477180"	1	1	1
"GRMZM2G477198"	0.801047251114143	0.373417917074143	0.93810199727452
"GRMZM2G477200"	0.996451447015187	0.777211751604692	1
"GRMZM2G477205"	1	0.795490241082051	0.101175428757946
"GRMZM2G477221"	1	1	1
"GRMZM2G477236"	0.772589806613504	7.00358253148152e-05	1
"GRMZM2G477238"	1	0.198268143913557	1
"GRMZM2G477256"	1	1	1
"GRMZM2G477276"	1	1	1
"GRMZM2G477287"	1	1	1
"GRMZM2G477314"	0.200495580751776	1	1
"GRMZM2G477325"	0.760063718235184	1	0.116895302264513
"GRMZM2G477336"	1	1	1
"GRMZM2G477340"	0.496968058061065	1	1
"GRMZM2G477366"	0.0416307158024822	0.072698515014892	1
"GRMZM2G477415"	1	1	1
"GRMZM2G477438"	1	0.777211751604692	1
"GRMZM2G477441"	0.996451447015187	1	1
"GRMZM2G477457"	0.454348319068006	1	0.890646486676008
"GRMZM2G477463"	1	0.777211751604692	0.93810199727452
"GRMZM2G477491"	0.128378945530581	0.777211751604692	0.939315856938288
"GRMZM2G477503"	1	1	0.93810199727452
"GRMZM2G477533"	1	0.777211751604692	1
"GRMZM2G477539"	1	1	1
"GRMZM2G477555"	1	1	1
"GRMZM2G477603"	1	0.0788816708725764	0.883829731401687
"GRMZM2G477609"	1	1	0.93810199727452
"GRMZM2G477615"	1	1	1
"GRMZM2G477632"	1	1	1
"GRMZM2G477666"	1	1	1
"GRMZM2G477681"	1	1	1
"GRMZM2G477683"	1	1	0.93810199727452
"GRMZM2G477685"	1	1	1
"GRMZM2G477688"	1	1	1
"GRMZM2G477694"	1	1	1
"GRMZM2G477697"	1	1	1
"GRMZM2G477728"	1	0.250596846861562	1
"GRMZM2G477733"	1	1	0.456617565153118
"GRMZM2G477741"	0.996451447015187	0.169246152939663	0.600415255814282
"GRMZM2G477743"	1	0.139971470813639	1
"GRMZM2G477745"	1	1	1
"GRMZM2G477749"	1	1	1
"GRMZM2G477762"	0.996451447015187	1	1
"GRMZM2G477770"	1	0.906934895416563	1
"GRMZM2G477771"	1	1	1
"GRMZM2G477804"	1	0.777211751604692	1
"GRMZM2G477829"	1	1	0.624760580076633
"GRMZM2G477832"	1	0.141188750115019	1
"GRMZM2G477837"	1	1	1
"GRMZM2G477846"	0.610332872144085	1.29725898715867e-10	1.24713015384701e-06
"GRMZM2G477847"	0.0184806562704938	0.714193275419999	0.0172594075479804
"GRMZM2G477864"	1	0.76132284294611	1
"GRMZM2G477869"	1	1	1
"GRMZM2G477872"	1	0.271528395996169	1
"GRMZM2G477879"	1	0.562154062702578	0.93810199727452
"GRMZM2G477885"	1	1	1
"GRMZM2G477894"	0.686662943716398	1	1
"GRMZM2G477908"	1	1	1
"GRMZM2G477982"	1	1	0.980422398302267
"GRMZM2G477993"	1	1	1
"GRMZM2G478034"	1	1	1
"GRMZM2G478080"	1	1	1
"GRMZM2G478085"	1	1	1
"GRMZM2G478111"	1	1	1
"GRMZM2G478122"	1	1	1
"GRMZM2G478160"	0.00425101021002688	1.10174885946676e-13	0.624154840544396
"GRMZM2G478212"	0.000156574772373549	3.64635938167601e-17	1.09881372156902e-13
"GRMZM2G478218"	1	1	1
"GRMZM2G478238"	1	0.384941345520473	1
"GRMZM2G478318"	1	1	1
"GRMZM2G478362"	1	1	1
"GRMZM2G478370"	1	0.145161230854812	0.333116687485107
"GRMZM2G478382"	0.996451447015187	0.836651333605453	0.593561269911665
"GRMZM2G478396"	1	1	1
"GRMZM2G478401"	1	1	1
"GRMZM2G478414"	0.578920820012599	0.826099428470256	0.101487363534814
"GRMZM2G478417"	0.996451447015187	0.777211751604692	0.745588290790741
"GRMZM2G478430"	1	1	1
"GRMZM2G478455"	1	1	1
"GRMZM2G478501"	1	1	1
"GRMZM2G478507"	1	0.777211751604692	1
"GRMZM2G478516"	1	1	1
"GRMZM2G478553"	1	1	1
"GRMZM2G478558"	1	0.777211751604692	0.93810199727452
"GRMZM2G478568"	1.17039601957618e-09	2.08747906677962e-21	2.70356443642482e-05
"GRMZM2G478570"	1	1	1
"GRMZM2G478599"	1	1	1
"GRMZM2G478621"	1	1	1
"GRMZM2G478624"	1	0.264859719552235	1
"GRMZM2G478628"	1	1	1
"GRMZM2G478633"	1	1	1
"GRMZM2G478664"	1	0.000282157342899654	0.0188345314931109
"GRMZM2G478665"	1	1	1
"GRMZM2G478701"	1	0.777211751604692	1
"GRMZM2G478709"	0.5043708077292	1	0.312841484425674
"GRMZM2G478714"	1	1	1
"GRMZM2G478779"	0.787045910292995	0.988986157922203	1
"GRMZM2G478781"	1	1	1
"GRMZM2G478798"	1	1	0.624154840544396
"GRMZM2G478807"	1	1	1
"GRMZM2G478859"	1	0.000100702211316136	0.624154840544396
"GRMZM2G478876"	0.455461525425749	2.51608829628965e-08	1
"GRMZM2G478892"	1	1	1
"GRMZM2G478917"	1	1	1
"GRMZM2G478920"	1	0.365536792398507	1
"GRMZM2G478929"	1	1	1
"GRMZM2G478934"	1	0.795455845746112	1
"GRMZM2G478965"	1	1	1
"GRMZM2G478996"	1	0.777211751604692	1
"GRMZM2G479000"	1	1	1
"GRMZM2G479018"	1	1	1
"GRMZM2G479029"	1	0.777211751604692	0.93810199727452
"GRMZM2G479038"	8.24971166449345e-08	6.11369154875394e-08	2.72365738145688e-10
"GRMZM2G479045"	1	1	1
"GRMZM2G479068"	1	0.0278310599047901	0.942213721599775
"GRMZM2G479088"	0.996451447015187	1	1
"GRMZM2G479110"	0.00133123874159122	6.09448862041588e-23	0.0902931633877957
"GRMZM2G479112"	1	0.160496762112655	0.233254186537067
"GRMZM2G479113"	1	1	1
"GRMZM2G479117"	0.54946370797457	0.00562724911095009	0.93810199727452
"GRMZM2G479125"	1	0.777211751604692	0.239270179334888
"GRMZM2G479127"	1	1	1
"GRMZM2G479135"	0.996451447015187	1	1
"GRMZM2G479163"	0.776286963622773	1	0.93810199727452
"GRMZM2G479243"	0.744470880749158	0.532936601683503	0.675118370425956
"GRMZM2G479245"	1	1	0.00268786755074933
"GRMZM2G479249"	1	0.942439373975337	0.0551361855471697
"GRMZM2G479260"	1	1	1
"GRMZM2G479270"	1	1	1
"GRMZM2G479272"	1	1	1
"GRMZM2G479301"	0.446883102647065	0.777211751604692	1
"GRMZM2G479318"	1	0.777211751604692	1
"GRMZM2G479325"	1	1	1
"GRMZM2G479330"	1	0.482881597483272	1
"GRMZM2G479332"	1	0.777211751604692	1
"GRMZM2G479340"	0.848979690499418	1	0.151289127151337
"GRMZM2G479347"	1	1	1
"GRMZM2G479362"	1	1	0.93810199727452
"GRMZM2G479373"	0.996451447015187	1	1
"GRMZM2G479378"	0.996451447015187	0.562154062702578	1
"GRMZM2G479423"	0.201656504537792	1.42439044252536e-08	1
"GRMZM2G479442"	1	0.939942656816427	0.644800497437269
"GRMZM2G479461"	1	1	1
"GRMZM2G479491"	1	1	1
"GRMZM2G479500"	1	1	1
"GRMZM2G479523"	1	1	1
"GRMZM2G479529"	0.07936818841375	0.0199019996494037	4.0779439997555e-06
"GRMZM2G479539"	1	1	1
"GRMZM2G479546"	0.00166541729132827	0.0219935732403081	0.000332287649126377
"GRMZM2G479552"	1	1	1
"GRMZM2G479567"	1	1	1
"GRMZM2G479581"	1	1	1
"GRMZM2G479586"	1	0.236083865855086	0.18402983313101
"GRMZM2G479596"	1	1	1
"GRMZM2G479608"	0.0179984818334929	1	1
"GRMZM2G479610"	1	0.777211751604692	1
"GRMZM2G479621"	0.435731462477898	0.0543853324779352	1
"GRMZM2G479665"	0.275171590198186	1.09187128969223e-07	0.0410184554001866
"GRMZM2G479668"	1	1	1
"GRMZM2G479684"	1	0.0508329851625348	0.0184233001118927
"GRMZM2G479697"	1	1	1
"GRMZM2G479703"	0.377921985344993	1	0.624154840544396
"GRMZM2G479706"	1	1	1
"GRMZM2G479712"	0.996451447015187	0.864841632768367	0.455555057947619
"GRMZM2G479715"	0.132473899643676	0.940579088120863	1
"GRMZM2G479717"	1	1	1
"GRMZM2G479736"	0.996451447015187	1	1
"GRMZM2G479744"	0.708151868718363	1	0.944307604125472
"GRMZM2G479746"	1	0.627865864443117	0.329562069012048
"GRMZM2G479760"	1	1	0.240394749901531
"GRMZM2G479804"	1	1	0.93810199727452
"GRMZM2G479818"	1	1	0.949327259359082
"GRMZM2G479819"	1	0.777211751604692	1
"GRMZM2G479834"	0.996451447015187	1	0.93810199727452
"GRMZM2G479869"	1	1	1
"GRMZM2G479881"	1	1	1
"GRMZM2G479885"	0.0960266746085883	0.397544322604289	1
"GRMZM2G479906"	0.80692601841552	0.0642010386801605	1
"GRMZM2G479918"	1	1	1
"GRMZM2G479930"	1	0.777211751604692	1
"GRMZM2G479967"	1	1	1
"GRMZM2G479980"	1	1	1
"GRMZM2G479987"	0.827034051925987	0.976499308386418	0.0286645430418998
"GRMZM2G480002"	0.105318882201947	0.777211751604692	0.396842313259979
"GRMZM2G480050"	1	1	1
"GRMZM2G480068"	1	1	0.93810199727452
"GRMZM2G480074"	1	1	1
"GRMZM2G480106"	0.598769635776633	0.000901359838436764	8.79161620053482e-08
"GRMZM2G480122"	1	1	1
"GRMZM2G480134"	1	1	1
"GRMZM2G480171"	1	1.10720508121003e-05	0.00148386609587089
"GRMZM2G480185"	1	1	0.356747788471892
"GRMZM2G480187"	1	1	1
"GRMZM2G480192"	1	0.36443083449737	0.93810199727452
"GRMZM2G480226"	0.996451447015187	0.777211751604692	1
"GRMZM2G480256"	1	1	1
"GRMZM2G480262"	0.996451447015187	1	0.19255615445091
"GRMZM2G480263"	1	0.562154062702578	1
"GRMZM2G480282"	1	1	1
"GRMZM2G480328"	1	1	1
"GRMZM2G480349"	1	1	1
"GRMZM2G480356"	0.554328347929984	1	0.0743007936904985
"GRMZM2G480364"	1	1	1
"GRMZM2G480380"	0.922705393550906	0.69219775865495	0.976139713554774
"GRMZM2G480381"	1	0.50188021595144	1
"GRMZM2G480386"	1	1	1
"GRMZM2G480421"	1	1	1
"GRMZM2G480434"	1	1	1
"GRMZM2G480439"	1	1	1
"GRMZM2G480451"	0.502435645256878	0.322662055213665	1
"GRMZM2G480480"	0.996451447015187	0.0100279031914432	0.399420312753169
"GRMZM2G480489"	1	1	1
"GRMZM2G480516"	2.00349850608478e-23	1.73723371270773e-56	2.24963210684166e-27
"GRMZM2G480548"	1	1	1
"GRMZM2G480551"	1	1	1
"GRMZM2G480605"	1	1	1
"GRMZM2G480607"	0.0289431116554675	0.0900668213388897	0.157243237437803
"GRMZM2G480620"	1	1	1
"GRMZM2G480621"	1	1	1
"GRMZM2G480628"	1	0.777211751604692	0.93810199727452
"GRMZM2G480686"	1	1	1
"GRMZM2G480687"	1	1	1
"GRMZM2G480698"	0.996451447015187	0.579224316909638	0.63991322781977
"GRMZM2G480705"	1	1	0.257615826982126
"GRMZM2G480708"	1	1	0.93810199727452
"GRMZM2G480712"	1	0.777211751604692	1
"GRMZM2G480777"	1	0.387626491975088	0.905945800567759
"GRMZM2G480808"	1	1	1
"GRMZM2G480809"	1	1	1
"GRMZM2G480847"	2.02059263326057e-29	2.99780076486542e-57	4.00977165974713e-17
"GRMZM2G480850"	1.03942245406922e-08	3.70315585642564e-12	1.3240119848874e-32
"GRMZM2G480903"	1	1	1
"GRMZM2G480951"	1	1	1
"GRMZM2G480954"	1	0.777211751604692	1
"GRMZM2G480978"	1	1	1
"GRMZM2G480986"	0.151306277866224	0.727858712995664	0.93810199727452
"GRMZM2G481005"	1	0.906467096960233	0.856146601441757
"GRMZM2G481009"	0.996451447015187	0.365045930361215	1
"GRMZM2G481021"	1	1	1
"GRMZM2G481027"	1	1	1
"GRMZM2G481033"	1	1	1
"GRMZM2G481049"	1	1	1
"GRMZM2G481052"	1	1	1
"GRMZM2G481058"	1	1	1
"GRMZM2G481069"	1	1	1
"GRMZM2G481086"	0.996451447015187	1	1
"GRMZM2G481103"	1	0.838286253473305	0.93810199727452
"GRMZM2G481163"	0.790013677499824	1	0.390885441369776
"GRMZM2G481179"	1	0.777211751604692	1
"GRMZM2G481184"	0.996451447015187	0.562154062702578	1
"GRMZM2G481187"	1	0.562154062702578	1
"GRMZM2G481194"	1	1	0.624154840544396
"GRMZM2G481201"	1	1	0.93810199727452
"GRMZM2G481210"	1	1	1
"GRMZM2G481211"	1	1	1
"GRMZM2G481222"	1	0.777211751604692	0.93810199727452
"GRMZM2G481226"	0.996451447015187	1	1
"GRMZM2G481227"	1	0.777211751604692	1
"GRMZM2G481231"	1	1	1
"GRMZM2G481237"	1	1	1
"GRMZM2G481249"	1	1	1
"GRMZM2G481261"	0.0296251019249424	0.00136072211467524	1.83784758862746e-07
"GRMZM2G481280"	1	1	1
"GRMZM2G481291"	1	1	1
"GRMZM2G481305"	1	1	1
"GRMZM2G481311"	1	1	1
"GRMZM2G481337"	1	1	1
"GRMZM2G481352"	1	1	1
"GRMZM2G481353"	1	0.349015038652046	0.0155189266169712
"GRMZM2G481362"	1	0.366217723663335	1
"GRMZM2G481373"	1	1	1
"GRMZM2G481395"	1	1	1
"GRMZM2G481425"	1	1	1
"GRMZM2G481430"	1	1	1
"GRMZM2G481440"	0.0516804562963681	0.244826364583446	0.196459412562577
"GRMZM2G481443"	1	1	1
"GRMZM2G481449"	1	1	1
"GRMZM2G481452"	0.225791444183757	0.00325857914643895	0.0326459731968138
"GRMZM2G481471"	1	0.24315212121289	1
"GRMZM2G481501"	0.996451447015187	1	1
"GRMZM2G481525"	0.790013677499824	1	0.687789923602563
"GRMZM2G481529"	0.521163182310807	0.777211751604692	1
"GRMZM2G481531"	1	1	1
"GRMZM2G481548"	1	0.325399000969855	1
"GRMZM2G481557"	1	1	1
"GRMZM2G481567"	0.996451447015187	1	0.93810199727452
"GRMZM2G481604"	1	1	1
"GRMZM2G481605"	0.996451447015187	0.777211751604692	1
"GRMZM2G481614"	1	1	1
"GRMZM2G481615"	1	0.562154062702578	1
"GRMZM2G481623"	1	1	1
"GRMZM2G481668"	1	1	1
"GRMZM2G481675"	1	1	1
"GRMZM2G481714"	1	1	1
"GRMZM2G481730"	0.00320085032209314	0.00773598209814114	0.8745229977329
"GRMZM2G481732"	1	1	1
"GRMZM2G481755"	0.996451447015187	0.521832972143533	0.93810199727452
"GRMZM2G481799"	1	0.777211751604692	1
"GRMZM2G481807"	0.559850662142604	0.777211751604692	1
"GRMZM2G481843"	1	0.120433183508682	0.347693984644892
"GRMZM2G481886"	1	1	1
"GRMZM2G481888"	1	1	1
"GRMZM2G481904"	0.550462533248447	0.619320196181414	0.49652322788194
"GRMZM2G481948"	1	1	0.624154840544396
"GRMZM2G481964"	1	1	1
"GRMZM2G481983"	1	1	1
"GRMZM2G481986"	1	1	1
"GRMZM2G481990"	1	1	1
"GRMZM2G482046"	0.996451447015187	0.8825365333806	1
"GRMZM2G482047"	1	1	1
"GRMZM2G482053"	0.996451447015187	0.982185004590678	1
"GRMZM2G482077"	1	1	1
"GRMZM2G482151"	1	1	1
"GRMZM2G482157"	1	0.777211751604692	1
"GRMZM2G482232"	1	0.777211751604692	0.93810199727452
"GRMZM2G482245"	1	1	0.423954081719095
"GRMZM2G482256"	1	0.041175541266418	1
"GRMZM2G482263"	1	1	1
"GRMZM2G482290"	0.934388700757018	0.848767536708761	1
"GRMZM2G482313"	1	1	1
"GRMZM2G482337"	1	1	1
"GRMZM2G482383"	1	1	1
"GRMZM2G482406"	1	1	1
"GRMZM2G482416"	1	1	1
"GRMZM2G482509"	1	0.777211751604692	1
"GRMZM2G482563"	1	1	1
"GRMZM2G482580"	1	1	1
"GRMZM2G482587"	1	1	1
"GRMZM2G482657"	1	1	1
"GRMZM2G482724"	1	1	1
"GRMZM2G482732"	1	1	1
"GRMZM2G482739"	1	1	0.416986374942915
"GRMZM2G482935"	1	1	1
"GRMZM2G482940"	1	1	1
"GRMZM2G482946"	0.515131358651871	0.000158587948541488	0.0923158351115885
"GRMZM2G482998"	1	0.777211751604692	1
"GRMZM2G483043"	1	0.343895273503171	1
"GRMZM2G483167"	0.996451447015187	1	0.761751705837334
"GRMZM2G483273"	1	1	1
"GRMZM2G483275"	1	1	1
"GRMZM2G483278"	1	1	1
"GRMZM2G483501"	1	1	1
"GRMZM2G483526"	1	1	1
"GRMZM2G483594"	1	1	1
"GRMZM2G483598"	0.996451447015187	1	0.624154840544396
"GRMZM2G483622"	1	0.777211751604692	1
"GRMZM2G483624"	0.633316734897479	1	1
"GRMZM2G483633"	1	1	1
"GRMZM2G483767"	0.996451447015187	1	0.630191677785438
"GRMZM2G483779"	0.2095094058258	0.015366997498653	0.0658380278265984
"GRMZM2G483889"	1	0.777211751604692	1
"GRMZM2G483895"	1	1	1
"GRMZM2G483927"	0.996451447015187	0.777211751604692	1
"GRMZM2G483931"	1	1	1
"GRMZM2G483934"	1	1	1
"GRMZM2G483941"	1	1	1
"GRMZM2G483946"	1	1	1
"GRMZM2G483967"	1	1	1
"GRMZM2G483975"	1	0.723956821932055	1
"GRMZM2G484087"	1	0.164201528722113	1
"GRMZM2G484160"	1	1	1
"GRMZM2G484266"	1	1	1
"GRMZM2G484304"	1	1	1
"GRMZM2G484344"	0.996451447015187	1.63501486217068e-05	0.00475370991080737
"GRMZM2G484367"	1	1	1
"GRMZM2G484371"	1	0.777211751604692	0.93810199727452
"GRMZM2G484381"	1	0.777211751604692	1
"GRMZM2G484516"	1	1	1
"GRMZM2G484596"	0.996451447015187	0.562154062702578	0.939315856938288
"GRMZM2G484609"	1	1	1
"GRMZM2G484629"	1	1	1
"GRMZM2G484653"	0.976010214943109	0.363426773069166	0.712988896984038
"GRMZM2G484706"	0.996451447015187	1	0.413687126385305
"GRMZM2G484741"	1	1	1
"GRMZM2G484859"	1	0.795490241082051	0.107410097529124
"GRMZM2G484861"	1	1	1
"GRMZM2G484878"	1	1	1
"GRMZM2G484880"	1	1	1
"GRMZM2G484919"	1	1	1
"GRMZM2G484970"	1	1	1
"GRMZM2G485070"	1	1	1
"GRMZM2G485163"	1	1	1
"GRMZM2G485184"	1	1	0.00591254412798147
"GRMZM2G485187"	1	1	1
"GRMZM2G485266"	1	1	1
"GRMZM2G485304"	1	0.777211751604692	1
"GRMZM2G485307"	1	0.0059350931221483	1
"GRMZM2G485313"	0.790013677499824	1	1
"GRMZM2G485426"	1	1	1
"GRMZM2G485434"	1	1	0.93810199727452
"GRMZM2G485444"	1	1	1
"GRMZM2G485453"	1	1	1
"GRMZM2G485559"	0.686662943716398	1	1
"GRMZM2G485603"	0.996451447015187	0.00128411431119305	4.62315425096514e-07
"GRMZM2G485844"	1	1	1
"GRMZM2G485898"	1	1	1
"GRMZM2G485905"	1	0.093191820777812	0.624154840544396
"GRMZM2G485977"	1	1	1
"GRMZM2G486004"	1	1	1
"GRMZM2G486024"	1	0.777211751604692	1
"GRMZM2G486030"	0.996451447015187	1	1
"GRMZM2G486046"	1	1	0.93810199727452
"GRMZM2G486155"	1	1	1
"GRMZM2G486181"	1	0.777211751604692	1
"GRMZM2G486190"	1	1	0.93810199727452
"GRMZM2G486201"	1	1	1
"GRMZM2G486326"	1	1	1
"GRMZM2G486343"	1	1	1
"GRMZM2G486386"	1	1	1
"GRMZM2G486443"	1	0.562154062702578	1
"GRMZM2G486450"	1	1	0.0746995524811357
"GRMZM2G486494"	1	1	1
"GRMZM2G486527"	0.996451447015187	0.777211751604692	1
"GRMZM2G486533"	1	0.777211751604692	0.885873322406635
"GRMZM2G486558"	1	1	1
"GRMZM2G486589"	1	1	1
"GRMZM2G486618"	1	1	1
"GRMZM2G486757"	1	1	1
"GRMZM2G486868"	1	1	1
"GRMZM2G486873"	1	1	1
"GRMZM2G486933"	1	1	0.93810199727452
"GRMZM2G486993"	1	1	1
"GRMZM2G487036"	1	0.777211751604692	1
"GRMZM2G487118"	1	1	1
"GRMZM2G487123"	1	0.00116555464762986	0.93810199727452
"GRMZM2G487136"	1	0.777211751604692	2.14160980139646e-06
"GRMZM2G487141"	1	1	1
"GRMZM2G487184"	0.790013677499824	1	1
"GRMZM2G487197"	0.996451447015187	0.70767199878142	0.190685642049549
"GRMZM2G487318"	1	1	1
"GRMZM2G487322"	1	1	1
"GRMZM2G487328"	0.548550079467721	1	1
"GRMZM2G487345"	1	1	1
"GRMZM2G487359"	1	1	1
"GRMZM2G487376"	1	1	1
"GRMZM2G487434"	1	1	0.93810199727452
"GRMZM2G487510"	0.996451447015187	1	1
"GRMZM2G487596"	1	0.777211751604692	0.93810199727452
"GRMZM2G487629"	1	0.0849892908005504	1
"GRMZM2G487736"	1	1	1
"GRMZM2G487743"	1	1	1
"GRMZM2G487776"	0.766012649344547	0.548624098108093	0.93810199727452
"GRMZM2G487778"	0.996451447015187	1	1
"GRMZM2G487823"	1	0.777211751604692	1
"GRMZM2G487836"	1	1	1
"GRMZM2G487837"	1	1	1
"GRMZM2G487852"	1	1	1
"GRMZM2G487878"	1	1	1
"GRMZM2G487882"	1	1	1
"GRMZM2G487900"	1	1	1
"GRMZM2G487931"	1	0.0643669856968548	1
"GRMZM2G487933"	0.996451447015187	1	1
"GRMZM2G487955"	1	1	1
"GRMZM2G488001"	0.996451447015187	0.38516572658242	0.995230500139765
"GRMZM2G488028"	0.996451447015187	0.246485799175025	1
"GRMZM2G488067"	1	1	1
"GRMZM2G488101"	1	1	1
"GRMZM2G488126"	1	1	0.93810199727452
"GRMZM2G488168"	1	0.511231093543965	1
"GRMZM2G488271"	1	1	1
"GRMZM2G488300"	1	1	1
"GRMZM2G488346"	1	1	1
"GRMZM2G488389"	1	0.777211751604692	1
"GRMZM2G488410"	1	1	1
"GRMZM2G488449"	1	1	0.423954081719095
"GRMZM2G488458"	1	3.58819142114837e-05	0.303227337435741
"GRMZM2G488465"	1	1	1
"GRMZM2G488491"	1	1	1
"GRMZM2G488570"	1	1	1
"GRMZM2G488692"	0.962089342969952	0.777211751604692	1
"GRMZM2G488897"	1	1	1
"GRMZM2G489009"	1	1	1
"GRMZM2G489031"	1	1	1
"GRMZM2G489100"	1	1	1
"GRMZM2G489111"	0.996451447015187	1	1
"GRMZM2G489115"	1	1	1
"GRMZM2G489119"	0.996451447015187	1	0.93810199727452
"GRMZM2G489242"	1	1	1
"GRMZM2G489288"	1	1	1
"GRMZM2G489307"	1	1	1
"GRMZM2G489380"	0.996451447015187	1	1
"GRMZM2G489422"	1	1	1
"GRMZM2G489448"	1	1	1
"GRMZM2G489466"	1	1	1
"GRMZM2G489504"	1	0.777211751604692	1
"GRMZM2G489556"	1	1	1
"GRMZM2G489573"	1	0.777211751604692	1
"GRMZM2G489577"	1	1	6.59527377349712e-05
"GRMZM2G489579"	1	0.936292066450711	1
"GRMZM2G489599"	1	0.777211751604692	1
"GRMZM2G489622"	1	1	1
"GRMZM2G489623"	0.996451447015187	1	1
"GRMZM2G489626"	1	1	1
"GRMZM2G489627"	1	0.777211751604692	1
"GRMZM2G489662"	1	1	1
"GRMZM2G489669"	1	1	1
"GRMZM2G489819"	1	1	1
"GRMZM2G489927"	1	0.527568699307824	1
"GRMZM2G489954"	1	1	1
"GRMZM2G489970"	1	1	1
"GRMZM2G490129"	1	1	1
"GRMZM2G490257"	0.996451447015187	0.777211751604692	1
"GRMZM2G490260"	1	1	1
"GRMZM2G490278"	1	0.231400277729961	1
"GRMZM2G490316"	1	1	1
"GRMZM2G490334"	1	0.777211751604692	1
"GRMZM2G490348"	1	1	1
"GRMZM2G490353"	1	1	1
"GRMZM2G490405"	1	0.777211751604692	1
"GRMZM2G490483"	1	1	1
"GRMZM2G490535"	1	1	1
"GRMZM2G490611"	1	1	1
"GRMZM2G490663"	1	0.922138989520086	1
"GRMZM2G490734"	1	1	1
"GRMZM2G490809"	1	0.0558340895196593	0.254036173403473
"GRMZM2G490839"	1	1	1
"GRMZM2G490947"	1	1	1
"GRMZM2G490971"	1	1	1
"GRMZM2G490973"	1	1	1
"GRMZM2G490997"	1	1	1
"GRMZM2G491096"	1	1	1
"GRMZM2G491152"	1	1	1
"GRMZM2G491157"	1	0.233498613721678	0.624154840544396
"GRMZM2G491163"	1	1	1
"GRMZM2G491166"	1	1	1
"GRMZM2G491189"	1	1	1
"GRMZM2G491209"	1	1	1
"GRMZM2G491211"	1	1	1
"GRMZM2G491223"	1	1	1
"GRMZM2G491240"	1	1	1
"GRMZM2G491247"	1	1	1
"GRMZM2G491268"	1	1	1
"GRMZM2G491280"	1	1	1
"GRMZM2G491326"	1	0.777211751604692	1
"GRMZM2G491330"	1	0.777211751604692	1
"GRMZM2G491366"	1	1	1
"GRMZM2G491370"	1	1	0.980422398302267
"GRMZM2G491446"	0.124279939953659	1	1
"GRMZM2G491462"	1	1	1
"GRMZM2G491488"	1	1	1
"GRMZM2G491546"	1	1	1
"GRMZM2G491551"	1	1	1
"GRMZM2G491632"	0.844571376163697	0.601227784108617	0.269490959344044
"GRMZM2G491688"	1	1	1
"GRMZM2G491719"	1	1	1
"GRMZM2G491745"	1	1	1
"GRMZM2G491944"	1	1	0.93810199727452
"GRMZM2G492005"	1	1	1
"GRMZM2G492118"	1	1	1
"GRMZM2G492124"	1	1	1
"GRMZM2G492156"	1	1	1
"GRMZM2G492220"	1	0.777211751604692	1
"GRMZM2G492252"	0.892470166172716	0.731274170687325	0.0506872056301578
"GRMZM2G492256"	1	0.562154062702578	0.93810199727452
"GRMZM2G492296"	0.996451447015187	0.109673105657748	0.93810199727452
"GRMZM2G492305"	1	1	1
"GRMZM2G492334"	1	1	1
"GRMZM2G492340"	1	1	1
"GRMZM2G492387"	1	0.362323946466168	1
"GRMZM2G492391"	3.62289423438902e-12	7.85806174375612e-41	0.094430076271987
"GRMZM2G492463"	1	1	1
"GRMZM2G492473"	0.996451447015187	0.777211751604692	1
"GRMZM2G492477"	1	1	1
"GRMZM2G492505"	1	1	1
"GRMZM2G492556"	1	1	1
"GRMZM2G492768"	1	1	1
"GRMZM2G492834"	1	1	1
"GRMZM2G492915"	0.996451447015187	1	1
"GRMZM2G492925"	1	0.777211751604692	1
"GRMZM2G493027"	1	1	0.93810199727452
"GRMZM2G493033"	1	1	1
"GRMZM2G493058"	1	0.777211751604692	1
"GRMZM2G493066"	1	1	1
"GRMZM2G493093"	0.808202981838744	1	1
"GRMZM2G493133"	1	0.562154062702578	1
"GRMZM2G493153"	1	1	1
"GRMZM2G493155"	1	1	1
"GRMZM2G493160"	1	1	1
"GRMZM2G493186"	0.0421918520983158	0.0805010676715108	0.202221128722917
"GRMZM2G493249"	1	1	1
"GRMZM2G493259"	1	1	1
"GRMZM2G493290"	1	1	1
"GRMZM2G493312"	0.310875653888744	0.768333526007027	1
"GRMZM2G493395"	0.085157105906854	0.0423235527994238	0.324671676920929
"GRMZM2G493436"	1	1	1
"GRMZM2G493474"	1	1	1
