""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"GRMZM2G134570"	1	1	1	0.22090916504899	1
"GRMZM2G134582"	1	1	1	1	0.509354950825569
"GRMZM2G134591"	1	1	1	1	1
"GRMZM2G134597"	1	1	0.846138283060253	1	1
"GRMZM2G134604"	1	1	1	1	1
"GRMZM2G134613"	0.929596848121527	1	1	1	0.902164288633252
"GRMZM2G134618"	1	0.930299819417366	1	0.166028505507157	0.665123966529
"GRMZM2G134619"	1	1	0.561823936397741	1	1
"GRMZM2G134625"	1	1	1	0.616824457058178	1
"GRMZM2G134628"	1	1	1	1	1
"GRMZM2G134629"	1	1	1	1	1
"GRMZM2G134634"	1	1	1	1	1
"GRMZM2G134655"	1	0.75144440795481	1	1	1
"GRMZM2G134660"	1	1	1	1	1
"GRMZM2G134668"	1	1	1	1	1
"GRMZM2G134671"	1	0.892344958669291	1	1	1
"GRMZM2G134681"	1	1	1	1	1
"GRMZM2G134687"	0.532083965961523	0.949489500210135	1	0.461517245191905	0.991408488817456
"GRMZM2G134690"	1	1	1	1	1
"GRMZM2G134694"	1	1	1	0.35800168398149	1
"GRMZM2G134703"	1	1	1	0.301208529715234	0.655633564106503
"GRMZM2G134708"	1	1	1	1	1
"GRMZM2G134711"	1	1	1	1	1
"GRMZM2G134716"	1	0.846068637257534	1	0.19618175601888	0.985626523209898
"GRMZM2G134717"	1	1	1	1	1
"GRMZM2G134721"	1	1	1	1	1
"GRMZM2G134729"	1	1	1	1	1
"GRMZM2G134731"	1	1	1	0.126244339928195	0.954823002491031
"GRMZM2G134735"	1	1	1	0.369004353967793	1
"GRMZM2G134738"	0.6035431918788	0.000870526283434896	0.000143192940024237	1.13205765387086e-06	0.0969611195445477
"GRMZM2G134747"	1	0.0243075139570337	0.00420969790304759	4.31713381172712e-05	0.0138614116755389
"GRMZM2G134749"	1	1	1	1	1
"GRMZM2G134752"	1	1	1	1	1
"GRMZM2G134753"	1	0.891437470195213	1	0.154228552447586	1
"GRMZM2G134756"	1	1	0.726080051448917	0.30944174176675	1
"GRMZM2G134759"	1	0.15269045828326	0.0955403593145763	0.00111085948563128	0.49206073195516
"GRMZM2G134761"	1	1	1	1	1
"GRMZM2G134770"	1	1	1	0.144038642689811	0.900769941159706
"GRMZM2G134788"	1	1	1	0.219570247965329	1
"GRMZM2G134791"	1	1	1	1	1
"GRMZM2G134794"	1	1	1	1	1
"GRMZM2G134797"	0.529185800372488	1	0.155290675207512	0.1109390148407	0.00229997032037737
"GRMZM2G134806"	1	1	1	1	1
"GRMZM2G134818"	1	1	1	1	1
"GRMZM2G134832"	1	1	1	0.104879156136909	1
"GRMZM2G134836"	1	1	1	0.659933497811825	1
"GRMZM2G134839"	1	1	1	1	1
"GRMZM2G134844"	1	1	1	1	1
"GRMZM2G134846"	1	1	1	1	1
"GRMZM2G134857"	1	1	0.946874672058316	0.840982438127983	1
"GRMZM2G134862"	1	0.891868073808175	1	0.525356497002466	1
"GRMZM2G134863"	1	1	1	0.820222439420376	1
"GRMZM2G134866"	1	1	0.608340717103163	1	1
"GRMZM2G134878"	1	1	1	1	1
"GRMZM2G134886"	1	1	1	1	1
"GRMZM2G134888"	1	1	1	0.840982438127983	1
"GRMZM2G134889"	1	1	0.760573329533226	1	1
"GRMZM2G134903"	0.0738224568706537	0.337267565312044	1	0.921498515122607	1
"GRMZM2G134916"	1	1	1	1	1
"GRMZM2G134917"	1	1	1	1	1
"GRMZM2G134926"	1	1	1	1	1
"GRMZM2G134930"	1	1	1	0.952489809331129	0.928272364873962
"GRMZM2G134935"	1	1	1	1	1
"GRMZM2G134941"	1	1	0.893157349482365	0.840982438127983	0.871572680147792
"GRMZM2G134947"	0.938386599277245	0.000773745818914466	0.00697025252694288	0.344396443159399	0.932130368132262
"GRMZM2G134951"	1	1	1	1	1
"GRMZM2G134955"	1	1	1	1	1
"GRMZM2G134957"	0.752753843207181	1	1	1	1
"GRMZM2G134973"	1	1	1	0.498434179626489	1
"GRMZM2G134976"	1	1	1	1	1
"GRMZM2G134980"	1	1	0.95599241564575	1	1
"GRMZM2G134982"	1	1	1	1	1
"GRMZM2G134985"	1	1	1	0.00911283417901508	1
"GRMZM2G134992"	1	1	1	1	1
"GRMZM2G134998"	1	1	1	1	1
"GRMZM2G135002"	1	1	1	0.71475803134002	1
"GRMZM2G135011"	0.649450304688995	0.749393274053275	1	0.840982438127983	1
"GRMZM2G135013"	1	1	0.291186561939307	0.153363266993682	1
"GRMZM2G135018"	1	1	1	0.655331534364939	1
"GRMZM2G135019"	1	1	1	0.0575774988343132	1
"GRMZM2G135022"	0.13689054779073	1	1	0.518848692230147	0.812213263727815
"GRMZM2G135024"	1	0.624129595948574	1	0.556236562879241	1
"GRMZM2G135027"	1	0.85894223676664	1	0.0410589721831355	0.668933876959124
"GRMZM2G135029"	0.092514952715144	0.761672942495053	0.337054004136984	1	0.228388431693786
"GRMZM2G135034"	1	1	1	1	1
"GRMZM2G135038"	0.844029594503286	0.916574893820705	1	0.576971909517968	1
"GRMZM2G135039"	1	1	1	1	1
"GRMZM2G135041"	1	1	1	1	1
"GRMZM2G135044"	0.00055122977724699	1	1	0.141953985967797	0.945048328995183
"GRMZM2G135045"	0.985216656946029	1	0.958307590925542	0.797663712861752	1
"GRMZM2G135050"	1	1	1	1	1
"GRMZM2G135052"	1	1	1	0.752733253885915	1
"GRMZM2G135054"	1	1	1	1	1
"GRMZM2G135056"	1	1	1	0.840982438127983	1
"GRMZM2G135062"	1	0.604606759603939	1	0.602529808927739	1
"GRMZM2G135068"	1	1	1	1	0.486110057642871
"GRMZM2G135073"	0.18503449663784	1	1	1	0.00908638919105507
"GRMZM2G135085"	1	1	1	1	1
"GRMZM2G135087"	1	1	1	1	1
"GRMZM2G135089"	1	1	1	1	1
"GRMZM2G135091"	1	1	1	0.205005941445138	0.750643082276989
"GRMZM2G135095"	1	0.614269166044155	0.204373383749744	0.235874055798521	1
"GRMZM2G135108"	0.496192286847955	0.000149934201875036	0.498106413755753	0.416819893841287	0.471416631531591
"GRMZM2G135111"	1	1	1	0.778185195186137	1
"GRMZM2G135114"	1	1	1	1	1
"GRMZM2G135120"	0.755810029052941	1	1	0.113612027373543	0.802410788805071
"GRMZM2G135128"	1	1	1	1	1
"GRMZM2G135132"	0.267121090641521	0.507342717556953	0.0196791025423061	0.00448591635635881	0.725743312104649
"GRMZM2G135133"	1	1	1	0.65850223277115	1
"GRMZM2G135148"	1	1	1	0.840982438127983	0.366351425679833
"GRMZM2G135165"	1	0.00815186476522814	0.0160515306165426	0.00461337655745196	1
"GRMZM2G135175"	1	0.86457169083844	1	0.762081867359127	0.438275957747305
"GRMZM2G135182"	1	1	1	1	1
"GRMZM2G135186"	0.00848890111781968	4.00877388912568e-05	7.56110913787394e-09	8.69007398113629e-07	1.11276368509475e-07
"GRMZM2G135192"	1	1	1	0.896923252532065	1
"GRMZM2G135195"	1	1	1	0.0695725451051834	1
"GRMZM2G135199"	0.389857367263223	1	1	0.468874531090944	0.911811718167159
"GRMZM2G135206"	1	1	1	1	1
"GRMZM2G135218"	1	1	1	1	1
"GRMZM2G135220"	1	1	1	1	1
"GRMZM2G135228"	1	1	1	0.820646170239747	0.40749386306006
"GRMZM2G135236"	1	1	1	0.827713842405234	1
"GRMZM2G135238"	1	1	1	1	1
"GRMZM2G135240"	1	0.701923456616885	1	0.538508323935483	1
"GRMZM2G135241"	1	1	1	1	1
"GRMZM2G135244"	1	1	1	1	1
"GRMZM2G135245"	1	1	1	1	1
"GRMZM2G135256"	1	1	1	0.821863868519668	1
"GRMZM2G135277"	1	0.0295456128073849	0.946140608308565	0.108535229530507	1
"GRMZM2G135283"	0.00697733286342907	0.00622020765038295	2.61741845010836e-07	0.00025469208007317	3.10135577761862e-06
"GRMZM2G135286"	1	1	1	1	1
"GRMZM2G135291"	0.00126144000575476	1	1	1	1
"GRMZM2G135300"	1	1	1	0.496734997027806	1
"GRMZM2G135314"	1	0.983515299039573	1	1	1
"GRMZM2G135317"	0.759988372375205	1	1	0.840982438127983	1
"GRMZM2G135320"	1	1	1	0.862363431652797	0.652174019230466
"GRMZM2G135322"	1	1	1	0.16797220015303	1
"GRMZM2G135332"	1	1	1	0.386330059365551	1
"GRMZM2G135337"	1	1	1	0.517071726762956	1
"GRMZM2G135341"	0.868526452420254	1	1	0.730335787363058	1
"GRMZM2G135354"	1	0.804591159368162	0.654669348757039	1	1
"GRMZM2G135359"	1	1	1	0.156502597942363	0.580521331788106
"GRMZM2G135362"	1	1	1	0.0220725215242492	1
"GRMZM2G135366"	1	1	1	1	1
"GRMZM2G135367"	1	1	0.390463989892148	1	0.654084769152239
"GRMZM2G135374"	1	0.65035724391816	1	1	1
"GRMZM2G135378"	1	1	1	1	1
"GRMZM2G135381"	1	1	1	0.857596915199175	1
"GRMZM2G135384"	1	1	1	1	1
"GRMZM2G135385"	0.633344989006163	0.0080144437747232	0.108037691389966	5.68101093848018e-05	0.88667680477884
"GRMZM2G135387"	1	0.754830456660059	1	1	1
"GRMZM2G135396"	1	1	1	0.899779364105122	1
"GRMZM2G135400"	1	1	1	0.722298364890674	1
"GRMZM2G135410"	1	1	1	1	0.839524322324156
"GRMZM2G135414"	1	1	1	0.840982438127983	1
"GRMZM2G135430"	1	0.634995111270919	1	0.0979710990445249	1
"GRMZM2G135444"	1	1	1	0.840982438127983	1
"GRMZM2G135446"	1	1	1	0.629087123456757	1
"GRMZM2G135447"	1	1	0.950617276814324	1	1
"GRMZM2G135450"	1	1	1	1	1
"GRMZM2G135452"	1	1	1	1	1
"GRMZM2G135456"	1	1	1	1	1
"GRMZM2G135461"	1	1	1	1	1
"GRMZM2G135470"	1	1	0.290377371454903	0.85991445764543	1
"GRMZM2G135476"	1	0.896997067157079	1	0.487117783312955	1
"GRMZM2G135477"	1	1	1	1	1
"GRMZM2G135481"	1	1	1	1	1
"GRMZM2G135491"	1	1	1	1	1
"GRMZM2G135498"	1	1	1	0.0185193027847203	1
"GRMZM2G135501"	1	1	1	0.840982438127983	1
"GRMZM2G135513"	1	1	1	0.503303302997418	1
"GRMZM2G135526"	1	1	0.608461854211922	1	0.383546331201407
"GRMZM2G135530"	1	1	0.704476419671365	1	0.428114510312355
"GRMZM2G135536"	1	1	1	1	1
"GRMZM2G135547"	1	1	1	1	1
"GRMZM2G135558"	1	0.512897244299644	0.69883579748874	1	1
"GRMZM2G135568"	1	1	0.88596428908973	1	0.151438388823616
"GRMZM2G135570"	1	1	1	1	1
"GRMZM2G135574"	1	1	1	1	1
"GRMZM2G135581"	1	1	1	1	1
"GRMZM2G135586"	0.000563623342916853	1.4389861636133e-11	7.31978298569037e-18	3.38618417414402e-14	7.95525906938736e-14
"GRMZM2G135588"	0.123292257918882	0.832436661936034	0.00681931856499913	0.185093818748275	0.017525201966341
"GRMZM2G135599"	1	1	1	0.471020868282092	1
"GRMZM2G135608"	0.434475380585582	1	1	1	1
"GRMZM2G135617"	1	1	1	0.165587293316929	0.188082748526784
"GRMZM2G135629"	0.480297660291695	1	1	0.977997798956298	0.689674109224705
"GRMZM2G135633"	1	1	1	0.0246088593455544	1
"GRMZM2G135651"	1	1	1	1	1
"GRMZM2G135654"	1	1	0.318257944515121	1	1
"GRMZM2G135655"	1	1	1	0.17649044453134	1
"GRMZM2G135664"	1	1	1	1	1
"GRMZM2G135665"	1	1	1	1	1
"GRMZM2G135674"	0.963294045329148	0.562997278732992	0.774081426447726	0.267492548444115	0.660461157003489
"GRMZM2G135688"	1	1	1	1	0.417331663953408
"GRMZM2G135691"	1	1	0.906381170837608	0.563153364460431	1
"GRMZM2G135695"	1	1	1	1	1
"GRMZM2G135703"	1	1	1	0.849500757757036	1
"GRMZM2G135706"	0.835011263182167	1	0.586490388319342	1	1
"GRMZM2G135713"	1	1	1	0.00058852261109649	0.169351435031567
"GRMZM2G135722"	1	0.909994207529677	1	0.710274830829772	1
"GRMZM2G135723"	1	1	1	1	1
"GRMZM2G135727"	1	1	1	1	1
"GRMZM2G135730"	1	1	1	1	1
"GRMZM2G135733"	1	1	1	0.585601045712626	1
"GRMZM2G135737"	1	1	1	1	1
"GRMZM2G135739"	0.0928287298732934	0.857792852921364	1	0.964927969932138	1
"GRMZM2G135743"	1	0.459544404529468	0.520878655365698	1	1
"GRMZM2G135746"	1	1	1	0.840982438127983	1
"GRMZM2G135756"	1	0.586310184447922	1	0.179119360449889	1
"GRMZM2G135760"	1	1	1	1	1
"GRMZM2G135762"	1	1	1	1	1
"GRMZM2G135763"	1	1	0.302823981293783	0.39304706592207	0.326964512326616
"GRMZM2G135770"	1	1	1	0.00634020821112097	0.705145795155159
"GRMZM2G135782"	1	1	1	1	1
"GRMZM2G135783"	1	1	1	1	0.928596319764383
"GRMZM2G135790"	1	1	1	1	1
"GRMZM2G135795"	0.16695583372507	0.135397117790704	0.15529613025831	1	1
"GRMZM2G135800"	1	1	1	1	1
"GRMZM2G135803"	1	1	0.9843494755658	1	1
"GRMZM2G135808"	1	1	1	0.387317017898218	1
"GRMZM2G135816"	1	1	0.680196783912264	1	0.882624062755507
"GRMZM2G135817"	1	1	1	0.95951646410749	1
"GRMZM2G135834"	1	1	1	0.00820868876691523	0.814949438304489
"GRMZM2G135839"	1	0.571312749929978	1	0.00288732957695761	1
"GRMZM2G135841"	1	1	1	1	1
"GRMZM2G135846"	1	1	1	1	1
"GRMZM2G135849"	1	0.0245616446587396	0.259590463384745	0.0959906673187759	0.0268427083580282
"GRMZM2G135862"	1	1	1	0.0720172695684026	1
"GRMZM2G135866"	1	1	1	0.625714400269369	1
"GRMZM2G135877"	0.497577246453052	4.5629785765234e-05	2.12878612452675e-06	9.39763850713115e-11	5.87280403732205e-06
"GRMZM2G135893"	0.123797942415624	0.000460923686697164	2.07331680328902e-05	0.000707251343964609	7.24621138673424e-07
"GRMZM2G135897"	1	1	1	1	1
"GRMZM2G135904"	1	0.595325713084917	1	0.0876582952418448	1
"GRMZM2G135909"	1	0.997454074253159	0.601126943804731	0.106205248403738	0.193928943093381
"GRMZM2G135913"	0.622924982604224	0.112001240065424	0.101470200380977	9.51349832777145e-07	0.0160730717436662
"GRMZM2G135927"	1	1	1	1	1
"GRMZM2G135935"	1	1	1	0.490418411632622	1
"GRMZM2G135940"	1	0.891660804227658	1	1	1
"GRMZM2G135949"	1	0.834414855207056	0.221997456066996	0.0426606655668303	0.169740326398562
"GRMZM2G135958"	1	1	1	1	1
"GRMZM2G135960"	1	1	1	1	0.700478470856278
"GRMZM2G135966"	1	0.70485607140636	1	0.326252727434347	1
"GRMZM2G135968"	1	1	1	0.118679517265906	1
"GRMZM2G135970"	1	1	0.37319994124741	0.00188600460161009	1
"GRMZM2G135978"	1	0.872503548655522	1	0.250515550808335	1
"GRMZM2G135990"	1	0.0467286836954394	0.140504234468059	0.194034789543856	0.1139980387466
"GRMZM2G135995"	1	1	1	1	1
"GRMZM2G136002"	1	1	1	1	1
"GRMZM2G136007"	1	1	1	1	1
"GRMZM2G136014"	1	1	1	1	1
"GRMZM2G136016"	1	1	0.400834803867101	0.860619812661438	0.3732879566079
"GRMZM2G136017"	1	1	1	1	1
"GRMZM2G136019"	1	1	1	1	1
"GRMZM2G136023"	1	1	1	1	1
"GRMZM2G136025"	1	1	1	1	1
"GRMZM2G136032"	0.836079139163105	0.157084406877503	0.132540562308626	0.502928345907794	0.569279979187199
"GRMZM2G136034"	1	1	1	1	1
"GRMZM2G136039"	1	1	1	1	1
"GRMZM2G136042"	0.225842930284079	0.00873590977503094	0.00270679250779748	1.683333897228e-05	0.0469312025941608
"GRMZM2G136054"	1	1	1	1	1
"GRMZM2G136058"	1	1	1	0.884154469189425	0.679765926714042
"GRMZM2G136067"	1	1	1	0.972398133925278	1
"GRMZM2G136069"	1	1	1	0.670028510070223	0.326964512326616
"GRMZM2G136072"	1	1	1	0.359155339475343	0.147186705296652
"GRMZM2G136074"	1	1	0.978229679274924	1	1
"GRMZM2G136081"	1	1	1	0.968747239541007	1
"GRMZM2G136083"	1	1	1	1	1
"GRMZM2G136085"	1	1	0.417644636542454	1	1
"GRMZM2G136088"	1	1	1	1	1
"GRMZM2G136098"	1	1	1	1	1
"GRMZM2G136100"	1	1	1	1	1
"GRMZM2G136106"	1	1	1	0.438255959464272	1
"GRMZM2G136113"	0.808673681501327	1	1	0.730465999810062	1
"GRMZM2G136121"	1	1	1	0.878401872757974	1
"GRMZM2G136123"	0.852346092137529	1	1	0.927041936837242	1
"GRMZM2G136139"	9.36955141831601e-07	0.000193989790018884	0.174445679396587	0.534436697786209	0.652174019230466
"GRMZM2G136143"	1	1	1	1	1
"GRMZM2G136146"	1	1	1	0.239942405519041	0.567345920973893
"GRMZM2G136155"	1	1	1	1	1
"GRMZM2G136158"	1	1	1	0.638365301739899	1
"GRMZM2G136161"	1	1	1	0.205502774133242	1
"GRMZM2G136170"	1	1	1	1	1
"GRMZM2G136174"	1	1	1	1	1
"GRMZM2G136178"	1	0.514865877972125	0.502602036912292	0.0252547862239225	0.308983160368294
"GRMZM2G136185"	1	1	1	1	1
"GRMZM2G136202"	1	1	1	1	1
"GRMZM2G136219"	1	1	1	1	1
"GRMZM2G136231"	1	1	1	1	1
"GRMZM2G136236"	0.901298587871001	1	0.905007788116247	1	0.596558844500999
"GRMZM2G136237"	1	0.0801369856732713	0.169943668608234	0.299477039417421	0.55746118725007
"GRMZM2G136250"	1	1	0.889775274125401	0.486062177579033	1
"GRMZM2G136262"	1	0.0292483458818491	0.00265549394417414	2.00350366265857e-05	0.0388890287680806
"GRMZM2G136266"	1	1	1	1	1
"GRMZM2G136268"	1	1	1	0.204479658704704	1
"GRMZM2G136270"	1	1	1	1	1
"GRMZM2G136277"	1	1	1	1	1
"GRMZM2G136283"	1	0.700281864122704	0.130460937126168	1	1
"GRMZM2G136288"	1	1	1	1	1
"GRMZM2G136293"	1	1	1	0.362562177131848	1
"GRMZM2G136296"	1	1	1	0.322772221293085	1
"GRMZM2G136300"	1	0.948849524572724	0.844959615882726	0.39129664512067	1
"GRMZM2G136306"	1	1	1	0.610926081428681	1
"GRMZM2G136308"	1	1	1	1	1
"GRMZM2G136311"	1	1	1	0.840982438127983	1
"GRMZM2G136313"	1	1	1	0.851883392138643	1
"GRMZM2G136317"	1	1	1	1	1
"GRMZM2G136328"	1	1	1	1	1
"GRMZM2G136341"	0.926323336891038	1	0.808162304418125	0.0548346148901907	1
"GRMZM2G136344"	1	0.0795145982160146	0.904618096796741	0.00662827846287533	0.0468430859228467
"GRMZM2G136347"	1	1	0.799986227357357	0.400645070962212	0.0148366598804715
"GRMZM2G136353"	1	1	1	1	1
"GRMZM2G136364"	0.351949284234183	2.76588856585846e-05	0.0185107841708896	0.0232608549584849	0.523783511388881
"GRMZM2G136366"	1	0.409835645699438	1	0.10068471834804	1
"GRMZM2G136367"	1	0.536085042907831	1	0.0573091924750262	0.656366682607671
"GRMZM2G136369"	1	1	0.944714423216018	0.430086627519142	1
"GRMZM2G136372"	1	1	1	1	1
"GRMZM2G136386"	1	1	1	1	1
"GRMZM2G136389"	1	1	1	1	1
"GRMZM2G136395"	0.86045602077128	1	1	1	1
"GRMZM2G136400"	1	1	1	1	1
"GRMZM2G136406"	1	1	1	1	1
"GRMZM2G136410"	1	1	1	0.602529808927739	0.824533451210932
"GRMZM2G136412"	1	1	0.976109865568211	1	1
"GRMZM2G136422"	1	1	1	1	1
"GRMZM2G136424"	1	1	1	1	1
"GRMZM2G136426"	1	1	1	0.849500757757036	1
"GRMZM2G136439"	0.557100829144462	0.477679520478665	1	0.632191399248217	1
"GRMZM2G136443"	1	1	1	0.107977537580934	1
"GRMZM2G136453"	0.83322922408109	1	0.865392471653638	0.549231475798466	0.575539895106823
"GRMZM2G136455"	0.926233886765015	1	1	1	1
"GRMZM2G136465"	1	1	1	0.375700946081901	0.35419359916554
"GRMZM2G136469"	0.776453024059571	1	0.975884713867439	1	1
"GRMZM2G136486"	1	1	1	0.38911168222886	0.0401213381419186
"GRMZM2G136494"	1	0.739755465789484	0.518133193567937	0.800876193026396	0.395622564066645
"GRMZM2G136495"	0.768247818351894	1	1	1	0.777537240987854
"GRMZM2G136498"	1	1	1	1	1
"GRMZM2G136508"	1	1	1	1	1
"GRMZM2G136513"	1	0.00127167789107135	0.262912392342707	0.0528957256761233	0.526171460899899
"GRMZM2G136522"	1	0.998863763741845	1	0.0721649688904825	1
"GRMZM2G136523"	1	1	1	0.840982438127983	1
"GRMZM2G136525"	1	1	1	1	0.106229874717697
"GRMZM2G136534"	1	1	1	1	1
"GRMZM2G136538"	1	1	1	1	1
"GRMZM2G136544"	1	1	1	1	1
"GRMZM2G136547"	1	1	1	1	1
"GRMZM2G136550"	1	1	1	1	1
"GRMZM2G136553"	1	1	1	1	1
"GRMZM2G136559"	1	1	1	0.705145989295472	1
"GRMZM2G136563"	0.972858183177393	1	1	0.311492579511751	1
"GRMZM2G136567"	1	1	1	0.851883392138643	1
"GRMZM2G136571"	1	1	1	0.842652597239504	1
"GRMZM2G136578"	1	1	1	1	0.463884787216983
"GRMZM2G136580"	1	1	1	0.958770441133741	0.903986684857545
"GRMZM2G136599"	1	0.555406401984312	1	1	1
"GRMZM2G136602"	1	1	1	1	1
"GRMZM2G136616"	1	1	1	1	1
"GRMZM2G136620"	1	1	1	0.0669261692767974	1
"GRMZM2G136624"	1	0.0537580233087654	0.721367369816741	1	1
"GRMZM2G136635"	1	0.500609624727705	1	0.211938314782628	1
"GRMZM2G136649"	1	1	1	1	1
"GRMZM2G136662"	1	1	1	1	1
"GRMZM2G136663"	1	1	1	1	1
"GRMZM2G136665"	1	1	0.667369177729246	1	1
"GRMZM2G136671"	1	1	1	1	1
"GRMZM2G136680"	1	1	1	0.287851996479522	1
"GRMZM2G136687"	1	1	1	0.936733012164325	1
"GRMZM2G136700"	1	1	1	1	1
"GRMZM2G136710"	1	1	1	0.868068196763836	1
"GRMZM2G136712"	1	1	0.75936911472824	1	1
"GRMZM2G136734"	1	1	1	1	0.166738689108254
"GRMZM2G136750"	1	1	1	0.653076184431299	1
"GRMZM2G136752"	1	1	1	1	1
"GRMZM2G136755"	1	1	1	1	1
"GRMZM2G136765"	1	1	1	0.0772391262923424	0.710371465359651
"GRMZM2G136767"	1	1	1	1	1
"GRMZM2G136769"	1	1	1	0.276481566521034	1
"GRMZM2G136771"	1	1	1	0.851883392138643	1
"GRMZM2G136794"	1	0.0116250451610573	0.0876727715531186	8.55112505736177e-05	0.0011223088591577
"GRMZM2G136800"	1	1	1	0.331520064315778	0.938543045425038
"GRMZM2G136802"	1	1	1	1	1
"GRMZM2G136803"	1	0.770033856912866	0.0110313383039833	0.429514882442739	0.0585195306969872
"GRMZM2G136814"	1	1	1	1	1
"GRMZM2G136815"	1	1	1	1	1
"GRMZM2G136818"	1	1	0.996364196788826	1	1
"GRMZM2G136828"	1	1	1	1	1
"GRMZM2G136830"	0.968745589353499	1	1	1	1
"GRMZM2G136831"	1	1	0.45487971098701	0.0235216842641349	0.85305938986274
"GRMZM2G136838"	1	1	0.638885855617002	0.55206437034186	1
"GRMZM2G136850"	1	1	0.513472293802276	1	1
"GRMZM2G136854"	1	1	1	0.00270186668685679	0.146456863810813
"GRMZM2G136857"	0.852449825500315	0.0512857151596324	0.314128668779276	0.616858201725211	1
"GRMZM2G136859"	1	1	1	1	1
"GRMZM2G136863"	1	1	1	1	1
"GRMZM2G136868"	1	1	1	1	1
"GRMZM2G136872"	1	1	1	0.0449411269368548	1
"GRMZM2G136879"	1	1	1	1	1
"GRMZM2G136881"	1	1	1	1	1
"GRMZM2G136884"	0.891030154706972	0.450970509937641	1	1	1
"GRMZM2G136887"	0.478034852655951	1	0.769684429131515	1	1
"GRMZM2G136889"	1	0.384278406933551	1	1	1
"GRMZM2G136895"	1	1	0.820838275551299	0.0187022486418195	1
"GRMZM2G136901"	1	1	1	1	1
"GRMZM2G136904"	1	1	1	1	1
"GRMZM2G136910"	1	1	1	1	1
"GRMZM2G136918"	1	1	1	0.0875924556208994	1
"GRMZM2G136921"	1	1	1	1	0.771633110434863
"GRMZM2G136926"	1	1	0.056886896239952	0.220453371921481	1
"GRMZM2G136930"	1	1	1	1	1
"GRMZM2G136934"	1	1	1	1	1
"GRMZM2G136960"	1	1	1	1	1
"GRMZM2G136964"	1	1	1	1	1
"GRMZM2G136970"	1	0.5225562393167	1	1	0.914001586257553
"GRMZM2G136971"	1	1	1	1	1
"GRMZM2G136975"	1	1	1	1	1
"GRMZM2G136977"	1	1	1	1	1
"GRMZM2G136981"	1	1	0.881404420965605	0.540617670235758	1
"GRMZM2G136996"	1	1	1	1	1
"GRMZM2G136998"	1	1	1	0.487698345926337	1
"GRMZM2G137002"	1	1	1	1	1
"GRMZM2G137009"	1	1	0.65691585199617	0.849988024274407	1
"GRMZM2G137029"	1	0.888633621911031	1	0.850534743071985	1
"GRMZM2G137037"	1	1	1	1	1
"GRMZM2G137044"	1	1	1	1	1
"GRMZM2G137046"	1	1	1	1	0.521283445727294
"GRMZM2G137049"	1	1	1	1	1
"GRMZM2G137059"	1	1	1	1	1
"GRMZM2G137064"	1	1	0.521345290110628	0.5203836728949	0.197519896280264
"GRMZM2G137077"	1	1	0.433284561675949	0.873553633356741	1
"GRMZM2G137083"	1	0.953117509996715	1	0.855254917690213	1
"GRMZM2G137085"	1	1	1	1	1
"GRMZM2G137091"	1	1	1	1	1
"GRMZM2G137108"	1	0.318685740951934	0.186573382280979	0.0900329083677536	0.190505191942942
"GRMZM2G137118"	1	1	0.283336868912692	1	0.761471950466915
"GRMZM2G137120"	0.928178058884322	0.274126989407393	0.0471742652160876	0.0006252190720102	0.00406724654639113
"GRMZM2G137139"	1	0.730147683251181	1	0.00117854578077901	1
"GRMZM2G137145"	1	1	1	1	1
"GRMZM2G137147"	1	1	1	1	1
"GRMZM2G137151"	0.394798379566968	1	0.914229791943874	1	1
"GRMZM2G137161"	1	1	1	1	0.546560415610444
"GRMZM2G137165"	1	1	1	1	0.684028990500366
"GRMZM2G137168"	1	1	1	1	1
"GRMZM2G137174"	3.47166596620578e-05	0.6627448537005	1	0.761182331030257	1
"GRMZM2G137176"	1	1	1	1	1
"GRMZM2G137182"	1	1	1	0.0668448654871095	0.756659406244301
"GRMZM2G137211"	1	1	1	0.840982438127983	0.845101633176751
"GRMZM2G137215"	1	1	1	1	1
"GRMZM2G137233"	1	1	1	0.745731624469925	1
"GRMZM2G137236"	1	1	1	0.537154023652506	1
"GRMZM2G137239"	1	1	1	1	1
"GRMZM2G137250"	1	1	1	1	1
"GRMZM2G137280"	1	1	1	1	1
"GRMZM2G137281"	1	1	1	1	1
"GRMZM2G137286"	1	1	1	0.305446904491352	0.954678422049958
"GRMZM2G137289"	1	1	1	1	1
"GRMZM2G137292"	1	1	1	1	1
"GRMZM2G137293"	1	0.382877175887725	1	0.0156170640387653	0.0478711399161416
"GRMZM2G137296"	1	1	1	1	1
"GRMZM2G137308"	1	1	1	1	1
"GRMZM2G137312"	1	0.040444115393215	0.164650471504276	0.00010236185611366	0.0341564582543094
"GRMZM2G137316"	1	1	1	1	1
"GRMZM2G137317"	1	1	1	0.333585169317488	1
"GRMZM2G137321"	1	1	0.70049361125274	0.0214853482477034	0.0872654567621917
"GRMZM2G137326"	1	1	1	0.925312302550429	1
"GRMZM2G137329"	0.273737471757175	1	1	0.653559052153433	1
"GRMZM2G137338"	1	1	0.97707963962141	0.620304023954909	1
"GRMZM2G137341"	1	0.673789206764296	1	0.950672424510167	0.739873041460675
"GRMZM2G137344"	1	1	1	1	1
"GRMZM2G137348"	1	1	1	0.196303673825381	1
