""	"BS.S5.vs.M.S5"	"BS.S4.vs.M.S4"	"BS.S3.vs.M.S3"	"BS.S2.vs.M.S2"	"BS.S1.vs.M.S1"
"GRMZM2G131895"	1	1	1	1	1
"GRMZM2G131897"	1	1	1	0.849500757757036	1
"GRMZM2G131903"	1	1	1	1	1
"GRMZM2G131907"	0.702599078734597	0.000819363435358733	2.82016567399534e-09	3.64994867403003e-08	4.21330369095735e-09
"GRMZM2G131912"	0.664686623412378	0.172310848196306	0.21210567908297	0.256041756875667	0.3443953918804
"GRMZM2G131928"	1	1	1	1	1
"GRMZM2G131934"	1	1	1	1	1
"GRMZM2G131935"	1	1	1	0.851883392138643	1
"GRMZM2G131937"	0.00340575108076574	1	1	0.140380871068583	1
"GRMZM2G131939"	0.823875814216193	1	1	1	1
"GRMZM2G131943"	1	0.652040119570644	0.0682990839916878	0.825293066537645	1
"GRMZM2G131946"	1	1	1	1	1
"GRMZM2G131950"	1	1	1	0.840982438127983	1
"GRMZM2G131954"	1	1	1	1	1
"GRMZM2G131957"	1	1	1	0.254363896889012	0.400718620342057
"GRMZM2G131961"	0.762101256927033	0.000557398354102046	0.0206183774551126	5.89368794992503e-06	0.000181447401082223
"GRMZM2G131969"	1	0.312447818409205	1	0.123060172604444	1
"GRMZM2G131971"	1	1	1	1	1
"GRMZM2G131982"	1	1	0.38189738159253	0.555134612914117	1
"GRMZM2G131983"	1	1	1	0.840982438127983	1
"GRMZM2G131985"	1	1	1	1	1
"GRMZM2G131988"	1	1	1	0.705994035227679	0.634051451852718
"GRMZM2G131994"	1	1	1	1	1
"GRMZM2G131998"	1	1	1	0.868316553370134	1
"GRMZM2G132000"	1	0.000994782790312764	1.20359645062591e-05	1.1125967739368e-09	4.54857786193845e-05
"GRMZM2G132007"	1	1	0.687912548683216	1	1
"GRMZM2G132009"	1	1	1	1	1
"GRMZM2G132019"	1	1	1	1	1
"GRMZM2G132021"	1	1	1	0.0763456796887683	0.74923280693972
"GRMZM2G132028"	1	1	1	1	0.646707687131843
"GRMZM2G132032"	1	1	1	1	1
"GRMZM2G132036"	1	1	1	0.840982438127983	0.824533451210932
"GRMZM2G132043"	1	1	1	0.872667597970335	0.523965939145578
"GRMZM2G132055"	1	1	1	1	1
"GRMZM2G132057"	1	1	1	1	1
"GRMZM2G132060"	1	1	1	0.443627076495012	1
"GRMZM2G132061"	1	1	1	1	1
"GRMZM2G132067"	1	1	1	0.604955049582654	1
"GRMZM2G132069"	1	1	1	1	1
"GRMZM2G132077"	1	1	1	1	1
"GRMZM2G132082"	1	1	1	1	1
"GRMZM2G132084"	1	1	1	1	0.763633305486616
"GRMZM2G132088"	1	1	1	1	1
"GRMZM2G132090"	1	1	1	1	1
"GRMZM2G132093"	1	1	1	0.108451213490072	1
"GRMZM2G132095"	0.993637897576984	1	1	1	0.857125861643585
"GRMZM2G132101"	1	0.766770983993902	1	1	1
"GRMZM2G132116"	1	1	0.169139237132692	1	1
"GRMZM2G132121"	1	0.201030748608077	0.0425698635253706	0.62023792692941	1
"GRMZM2G132130"	1	1	0.812514647296388	0.803726699434025	0.0950085393036703
"GRMZM2G132140"	1	1	1	1	0.460289836798254
"GRMZM2G132144"	1	1	1	1	0.868339892923473
"GRMZM2G132154"	1	0.412219900685295	1	1	1
"GRMZM2G132162"	1	1	1	1	1
"GRMZM2G132169"	1	1	0.696915367128927	1	1
"GRMZM2G132184"	1	1	1	1	1
"GRMZM2G132185"	0.89469548266878	1	1	1	1
"GRMZM2G132212"	1	1	1	0.344380802183649	1
"GRMZM2G132218"	0.88839060205264	0.775781810091342	0.699893282906846	1	1
"GRMZM2G132222"	1	0.953117509996715	1	0.840982438127983	1
"GRMZM2G132223"	1	1	1	0.00923278520443175	1
"GRMZM2G132227"	1	1	1	0.912368249142597	1
"GRMZM2G132238"	0.42955604789699	1.21018618342263e-05	4.41052164759228e-06	6.58761386914013e-11	1.1373282230014e-08
"GRMZM2G132248"	1	1	1	1	1
"GRMZM2G132251"	1	0.35637289683674	1	0.64747979861651	0.301971095056724
"GRMZM2G132265"	1	1	1	0.840982438127983	1
"GRMZM2G132270"	1	1	1	0.689399851355504	1
"GRMZM2G132273"	0.180524163405068	1	0.551773651494486	0.969945818233584	1
"GRMZM2G132284"	1	1	1	0.158665749669386	0.0520289091241908
"GRMZM2G132286"	1	1	1	1	1
"GRMZM2G132292"	0.425022151994179	1	1	1	1
"GRMZM2G132296"	1	1	1	1	1
"GRMZM2G132301"	1	1	0.785042523484739	0.20665263371137	1
"GRMZM2G132303"	1	1	1	0.180315275280583	1
"GRMZM2G132310"	1	0.57535112192139	1	0.0261675229869468	1
"GRMZM2G132322"	1	1	1	1	1
"GRMZM2G132324"	1	1	1	1	1
"GRMZM2G132325"	1	1	1	1	1
"GRMZM2G132331"	0.961588244716623	1	1	1	0.910981414358817
"GRMZM2G132335"	1	1	1	1	1
"GRMZM2G132340"	1	1	1	1	1
"GRMZM2G132358"	1	0.769056524756179	0.789553748661072	0.058362192231733	1
"GRMZM2G132362"	1	1	1	1	1
"GRMZM2G132363"	1	1	1	1	1
"GRMZM2G132367"	1	1	1	1	1
"GRMZM2G132371"	1	1	1	1	1
"GRMZM2G132373"	1	1	1	0.693019515767969	1
"GRMZM2G132384"	1	1	1	0.840982438127983	1
"GRMZM2G132388"	1	1	1	1	1
"GRMZM2G132403"	1	1	1	1	1
"GRMZM2G132408"	1	1	1	1	1
"GRMZM2G132420"	1	1	1	1	1
"GRMZM2G132431"	0.873763928019443	0.839567445162056	1	0.111839002380824	1
"GRMZM2G132442"	1	1	1	0.967769860747163	1
"GRMZM2G132443"	1	1	1	1	1
"GRMZM2G132450"	1	0.0187792299666696	0.356266651131225	0.233123229789611	0.000158031037866026
"GRMZM2G132459"	1	1	1	1	1
"GRMZM2G132461"	1	1	1	1	1
"GRMZM2G132464"	0.604307127278791	1	1	0.623586071894911	1
"GRMZM2G132465"	1	1	1	0.654588406517459	1
"GRMZM2G132468"	1	1	1	0.0393958756777548	1
"GRMZM2G132472"	1	1	1	1	1
"GRMZM2G132473"	1	1	1	1	1
"GRMZM2G132478"	1	1	1	1	0.151035946007786
"GRMZM2G132486"	1	1	1	0.146352040201763	1
"GRMZM2G132489"	1	1	1	1	1
"GRMZM2G132504"	1	1	1	0.156374054028987	1
"GRMZM2G132506"	1	1	1	1	0.311828460125477
"GRMZM2G132509"	1	1	1	0.348195142762539	0.611140312713778
"GRMZM2G132519"	0.713089081401947	0.439354089640684	0.195485974528066	1	1
"GRMZM2G132522"	1	1	1	1	1
"GRMZM2G132531"	1	1	0.879024928474073	1	1
"GRMZM2G132547"	1	0.636545911199433	1	0.731273776984508	1
"GRMZM2G132550"	1	1	1	1	1
"GRMZM2G132559"	1	1	1	1	1
"GRMZM2G132562"	1	1	1	1	1
"GRMZM2G132564"	1	1	1	1	1
"GRMZM2G132568"	1	1	1	0.73228587311512	1
"GRMZM2G132569"	1	1	1	1	1
"GRMZM2G132577"	1	1	1	1	0.901759804369467
"GRMZM2G132591"	0.0116852379661169	2.35655943340681e-05	5.09204351094338e-07	5.96039976738182e-07	1.65079127026582e-06
"GRMZM2G132593"	1	1	0.565824721871642	1	1
"GRMZM2G132595"	1	1	1	1	1
"GRMZM2G132607"	0.0731372138591556	0.00102196132681525	1.03535632498967e-09	2.46914073001812e-09	2.93222105214592e-10
"GRMZM2G132614"	1	1	1	1	1
"GRMZM2G132623"	1	1	1	0.147154317670803	1
"GRMZM2G132625"	1	1	0.962298959895714	1	1
"GRMZM2G132628"	1	1	1	0.308280210566687	0.192157348044929
"GRMZM2G132632"	1	1	1	1	1
"GRMZM2G132633"	1	1	1	1	1
"GRMZM2G132644"	1	1	0.57708857714073	0.829463742425543	1
"GRMZM2G132647"	1	1	1	0.524772793818358	1
"GRMZM2G132653"	1	1	1	0.251938925331058	1
"GRMZM2G132655"	1	1	1	1	1
"GRMZM2G132663"	1	1	1	1	1
"GRMZM2G132667"	1	1	1	1	1
"GRMZM2G132671"	1	1	1	0.851883392138643	1
"GRMZM2G132678"	1	1	1	1	1
"GRMZM2G132682"	1	0.307976479804529	0.798613266823965	0.0746645509320769	0.938332591323465
"GRMZM2G132686"	1	1	1	1	0.765501203865784
"GRMZM2G132690"	1	1	0.686545538399416	0.0157425374934194	0.417585829141342
"GRMZM2G132693"	1	1	1	1	1
"GRMZM2G132696"	1	1	1	0.840982438127983	1
"GRMZM2G132704"	1	1	1	0.81671289016226	0.0242923860603918
"GRMZM2G132706"	0.244370515604328	7.99640294183075e-05	5.50550688488751e-06	3.50752790342155e-10	0.000372200060427787
"GRMZM2G132712"	1	0.759867805350393	1	0.383211543699685	1
"GRMZM2G132748"	1	0.0794867792607134	1	7.42649562870281e-06	0.105023976997171
"GRMZM2G132751"	1	1	1	1	1
"GRMZM2G132753"	1	1	1	1	1
"GRMZM2G132756"	1	1	1	1	1
"GRMZM2G132759"	1	1	1	0.519715495819039	1
"GRMZM2G132763"	0.202356750848739	1	1	1	1
"GRMZM2G132774"	1	1	1	1	1
"GRMZM2G132777"	1	1	0.889775274125401	1	1
"GRMZM2G132780"	1	1	1	0.678751360875856	1
"GRMZM2G132783"	1	1	1	1	1
"GRMZM2G132794"	1	1	0.404638323803396	0.000127707834554672	0.162433442310459
"GRMZM2G132796"	1	1	1	0.944957987828963	1
"GRMZM2G132797"	1	1	1	1	1
"GRMZM2G132804"	1	1	1	1	1
"GRMZM2G132810"	1	0.494868961316818	1	0.0239023200755375	0.615565075473417
"GRMZM2G132811"	0.936125800696747	1	0.696612082299315	1	0.00697039252988604
"GRMZM2G132823"	1	1	1	1	1
"GRMZM2G132847"	1	0.909994207529677	1	0.0213736274345312	0.935660919532872
"GRMZM2G132854"	1	1	0.497090294037412	1	1
"GRMZM2G132856"	1	1	1	1	1
"GRMZM2G132857"	1	0.625085623058372	1	0.0258026690577048	0.849526455976167
"GRMZM2G132862"	1	1	1	0.840982438127983	1
"GRMZM2G132866"	1	1	1	1	1
"GRMZM2G132868"	1	1	1	1	1
"GRMZM2G132875"	1	1	0.157866326809053	1	1
"GRMZM2G132880"	1	1	1	1	1
"GRMZM2G132882"	1	1	1	0.849500757757036	1
"GRMZM2G132898"	1	0.831363006367908	1	0.173016228929169	1
"GRMZM2G132903"	1	1	1	0.285776822270033	1
"GRMZM2G132909"	1	1	1	1	1
"GRMZM2G132913"	1	1	1	1	1
"GRMZM2G132929"	1	0.0559945751966894	0.158545773637163	0.468574935916663	1
"GRMZM2G132932"	1	1	1	0.964043669037663	0.377270947168364
"GRMZM2G132936"	1	0.722598454586971	1	0.679737392153698	1
"GRMZM2G132944"	1	1	1	0.800779278227185	0.851585039238875
"GRMZM2G132956"	1	1	1	0.0158235889982384	1
"GRMZM2G132958"	1	1	1	0.706669762762091	1
"GRMZM2G132966"	1	1	1	0.858864590490897	1
"GRMZM2G132968"	1	0.261344390099574	0.192641748602418	1	1
"GRMZM2G132971"	1	1	1	0.553605240245682	1
"GRMZM2G132978"	1	0.439354089640684	1	0.108913848504069	1
"GRMZM2G132991"	1	1	1	0.697132300479335	1
"GRMZM2G132994"	1	1	1	0.569160519122172	0.923828264481743
"GRMZM2G132995"	1	1	1	0.827309556841359	1
"GRMZM2G133006"	1	1	1	1	1
"GRMZM2G133012"	1	1	1	1	1
"GRMZM2G133016"	1	1	1	1	1
"GRMZM2G133018"	0.00544075817438591	1.55191470332713e-05	1.51173838269055e-08	6.44796832300537e-13	2.51439929037351e-07
"GRMZM2G133021"	1	1	1	1	1
"GRMZM2G133023"	1	1	0.901141362065653	0.161527490115105	0.827997219016237
"GRMZM2G133028"	1	0.745077874654468	1	0.011155947809146	0.666035511070023
"GRMZM2G133029"	1	1	1	0.501527447419016	1
"GRMZM2G133032"	1	1	1	1	1
"GRMZM2G133039"	1	1	1	1	1
"GRMZM2G133048"	0.383805928003028	1	1	0.248231402128114	1
"GRMZM2G133050"	1	0.0643475123966676	0.166106241653276	1	1
"GRMZM2G133053"	1	1	1	0.0184720416949236	0.356744540658352
"GRMZM2G133055"	1	1	1	1	1
"GRMZM2G133057"	5.14575207355911e-08	0.000106532063434345	0.0791464207244423	0.000282728584629043	0.0146913861527408
"GRMZM2G133067"	1	1	1	1	1
"GRMZM2G133070"	1	1	1	1	1
"GRMZM2G133073"	1	1	1	1	1
"GRMZM2G133077"	1	1	1	1	1
"GRMZM2G133082"	1	0.454536032763705	0.229356812067547	1	0.747342160036429
"GRMZM2G133095"	1	0.244157450613216	0.55646058354581	0.108967828208557	0.0838239282664919
"GRMZM2G133097"	1	0.225199424967367	0.00681803415678337	0.0283024580491023	0.0217183809494916
"GRMZM2G133101"	1	1	1	1	1
"GRMZM2G133113"	1	1	1	1	1
"GRMZM2G133121"	1	1	1	0.967790891200216	1
"GRMZM2G133129"	1	1	1	1	1
"GRMZM2G133146"	0.00167801347427364	1	1	1	1
"GRMZM2G133154"	1	1	1	1	1
"GRMZM2G133168"	1	1	1	1	1
"GRMZM2G133169"	1	0.559400231328375	0.158499381969528	0.155201363187473	0.682112225896658
"GRMZM2G133173"	1	1	1	0.492488476047349	1
"GRMZM2G133175"	0.0122498946950928	1.32313309682671e-10	2.89789128378963e-13	3.66868294932233e-17	4.02689468325924e-12
"GRMZM2G133183"	1	1	1	0.0470519756057561	0.969391282842205
"GRMZM2G133189"	1	1	1	0.8999679306479	0.876036597893159
"GRMZM2G133198"	1	1	0.382315043750258	0.100087172425904	1
"GRMZM2G133203"	1	1	1	1	1
"GRMZM2G133213"	0.654509804302554	0.766359067560415	0.666370363891039	0.783828398539592	0.575539895106823
"GRMZM2G133226"	1	1	1	0.0055754960001758	0.959032879299464
"GRMZM2G133233"	1	1	1	1	1
"GRMZM2G133244"	1	1	1	1	1
"GRMZM2G133249"	1	1	1	0.12478094094595	1
"GRMZM2G133262"	1	1	1	1	1
"GRMZM2G133268"	1	1	1	0.734658219545534	1
"GRMZM2G133275"	1	1	1	1	1
"GRMZM2G133282"	1	1	1	0.279873445722017	1
"GRMZM2G133291"	1	1	1	1	1
"GRMZM2G133308"	1	1	1	0.502725395272951	1
"GRMZM2G133310"	1	1	1	1	1
"GRMZM2G133311"	1	1	1	0.740517771558486	1
"GRMZM2G133314"	1	0.800468200311802	1	1	0.866286256662098
"GRMZM2G133322"	1	1	1	0.859297124289947	0.755162672391567
"GRMZM2G133331"	1	1	1	1	1
"GRMZM2G133353"	1	1	1	0.849500757757036	1
"GRMZM2G133358"	1	1	0.285765107361118	0.649896000060507	0.102815696690896
"GRMZM2G133359"	1	1	1	0.651970032772404	0.903550214164501
"GRMZM2G133370"	1	1	1	1	1
"GRMZM2G133374"	1	1	1	1	1
"GRMZM2G133382"	1	1	1	1	1
"GRMZM2G133392"	1	1	1	1	1
"GRMZM2G133394"	1	1	0.66676569780932	0.840982438127983	1
"GRMZM2G133396"	1	0.919665334649625	1	0.180315275280583	1
"GRMZM2G133398"	1	1	1	1	1
"GRMZM2G133400"	1	1	0.681309229400295	1	1
"GRMZM2G133401"	1	1	1	1	1
"GRMZM2G133407"	0.0606138263593604	1	0.615773278597154	1	1
"GRMZM2G133413"	0.0115582435778729	0.412219900685295	1	0.902433117675041	1
"GRMZM2G133421"	0.879717238067233	1	1	0.225353925184035	1
"GRMZM2G133428"	0.44098957731848	1	1	1	1
"GRMZM2G133430"	1	1	1	1	0.987299248966646
"GRMZM2G133434"	1	8.49396279002359e-05	7.36360075699631e-05	0.0702586161373122	1
"GRMZM2G133444"	1	1	1	0.19353532215781	1
"GRMZM2G133454"	1	1	1	1	1
"GRMZM2G133464"	1	1	1	0.104073816286545	1
"GRMZM2G133475"	1	1	1	1	1
"GRMZM2G133481"	1	1	1	1	1
"GRMZM2G133483"	1	1	1	1	0.814262740191223
"GRMZM2G133492"	1	1	1	1	1
"GRMZM2G133500"	1	1	1	0.840982438127983	0.582100470419066
"GRMZM2G133512"	1	0.331089385079426	0.0377375793443387	0.688408775680477	1
"GRMZM2G133529"	1	1	1	1	1
"GRMZM2G133538"	1	1	1	1	0.163909469703616
"GRMZM2G133547"	1	1	1	1	1
"GRMZM2G133552"	0.768247818351894	0.53959385896364	1	0.523874434424769	1
"GRMZM2G133553"	1	1	1	0.299362858979589	1
"GRMZM2G133555"	0.684468085433795	1	1	1	1
"GRMZM2G133558"	1	1	1	1	1
"GRMZM2G133563"	1	0.440127007836012	1	0.190532892400176	1
"GRMZM2G133566"	1	1	1	0.887116032313126	0.849526455976167
"GRMZM2G133568"	1	1	1	1	1
"GRMZM2G133573"	1	1	1	1	1
"GRMZM2G133577"	1	1	1	1	1
"GRMZM2G133588"	1	1	1	1	1
"GRMZM2G133595"	1	1	0.500962019092688	1	0.709359162332043
"GRMZM2G133608"	1	1	1	1	1
"GRMZM2G133613"	0.29563520063042	0.00249842410514936	0.0440691910055707	0.199451963030779	1
"GRMZM2G133620"	1	1	1	1	1
"GRMZM2G133621"	1	1	1	0.699060733205529	1
"GRMZM2G133624"	1	1	1	0.439621085080785	1
"GRMZM2G133629"	1	1	0.649848387321962	1	0.833199993698629
"GRMZM2G133631"	1	1	1	1	1
"GRMZM2G133633"	1	1	1	1	1
"GRMZM2G133636"	1	1	1	1	1
"GRMZM2G133637"	1	1	1	1	1
"GRMZM2G133643"	1	1	1	0.851883392138643	1
"GRMZM2G133646"	1	1	1	0.0778621377103399	1
"GRMZM2G133652"	1	1	1	0.59884395127236	1
"GRMZM2G133653"	1	1	1	0.0655766222479665	0.252757001968134
"GRMZM2G133657"	1	1	1	1	1
"GRMZM2G133660"	1	1	0.561886671421642	1	1
"GRMZM2G133669"	1	1	1	1	1
"GRMZM2G133674"	1	1	1	0.242356916802874	0.553330861299603
"GRMZM2G133675"	0.676038781410944	1	1	0.510299158218226	1
"GRMZM2G133684"	1	0.915197109836438	0.412456624632995	0.284854849330082	0.212815451499819
"GRMZM2G133689"	1	1	1	1	1
"GRMZM2G133695"	1	1	1	1	1
"GRMZM2G133698"	1	1	1	0.181658707779696	1
"GRMZM2G133716"	1	1	1	1	1
"GRMZM2G133718"	1	1	1	1	1
"GRMZM2G133720"	0.250254555989186	1	0.761104792588566	0.317156263976468	1
"GRMZM2G133721"	1	1	1	1	1
"GRMZM2G133731"	1	1	1	1	1
"GRMZM2G133738"	1	1	1	0.949623874512899	1
"GRMZM2G133743"	1	1	1	0.604147628147425	1
"GRMZM2G133746"	1	0.866102533456024	1	0.158026096747426	0.570900186618853
"GRMZM2G133749"	1	1	0.9057553175924	0.756292626712744	1
"GRMZM2G133752"	1	1	1	0.840982438127983	1
"GRMZM2G133756"	1	1	1	1	1
"GRMZM2G133757"	1	1	1	0.0547673835113455	1
"GRMZM2G133759"	1	1	1	0.840982438127983	1
"GRMZM2G133764"	1	1	1	0.184913088282521	0.69631333198369
"GRMZM2G133766"	1	1	1	1	1
"GRMZM2G133781"	1	0.996160881337432	0.806371124290957	1	1
"GRMZM2G133793"	1	1	0.770908163889899	0.929100205472917	1
"GRMZM2G133802"	0.603395916135351	1	1	0.840982438127983	1
"GRMZM2G133806"	1	1	1	1	1
"GRMZM2G133807"	1	1	1	1	1
"GRMZM2G133819"	1	1	1	0.22182469220555	0.9754431857725
"GRMZM2G133828"	1	1	1	0.851883392138643	1
"GRMZM2G133836"	1	1	1	0.321297856892966	1
"GRMZM2G133838"	1	0.0301920506630673	0.884201172194384	0.977080690591322	1
"GRMZM2G133844"	1	0.000478841021949066	0.00118788179643042	1.96573603235034e-09	0.000206035173473578
"GRMZM2G133845"	1	1	1	1	1
"GRMZM2G133854"	1	1	1	0.432026156047702	1
"GRMZM2G133856"	1	1	1	0.55388664432554	1
"GRMZM2G133862"	1	1	1	1	1
"GRMZM2G133870"	1	1	1	1	1
"GRMZM2G133880"	1	1	1	1	1
"GRMZM2G133884"	1	1	1	1	1
"GRMZM2G133885"	0.598615683995367	0.302675058597776	0.00213173203922709	0.00350352372851489	0.153804341473791
"GRMZM2G133891"	1	1	1	1	1
"GRMZM2G133895"	1	1	0.430982311398076	1	1
"GRMZM2G133919"	1	1	1	0.907719187335757	1
"GRMZM2G133926"	1	1	1	0.901578472947922	1
"GRMZM2G133931"	1	1	1	1	1
"GRMZM2G133937"	1	1	1	0.127662949457254	1
"GRMZM2G133941"	1	1	1	1	1
"GRMZM2G133943"	1	0.549219973680735	1	0.194034789543856	1
"GRMZM2G133946"	1	1	1	1	1
"GRMZM2G133952"	1	1	1	0.231101480929541	1
"GRMZM2G133958"	0.836079139163105	0.064476755449886	0.0791837739661422	0.00691066069065212	0.000918773094941585
"GRMZM2G133959"	1	1	1	0.210882032311364	1
"GRMZM2G133966"	0.472393330597154	0.204742761239928	0.00145919623634656	0.304652018288288	0.556882988398328
"GRMZM2G133968"	1	1	1	1	1
"GRMZM2G133969"	1	1	1	1	1
"GRMZM2G133972"	1	1	1	1	1
"GRMZM2G133978"	1	0.412386763387885	1	1	1
"GRMZM2G133979"	1	0.992835761644941	1	1	1
"GRMZM2G133986"	1	1	1	1	1
"GRMZM2G133988"	1	0.924905640057272	1	1	1
"GRMZM2G133996"	1	1	1	1	1
"GRMZM2G133998"	1	1	1	1	1
"GRMZM2G134020"	1	0.266157940786744	0.549586677367391	0.00199017513030679	0.60173171519432
"GRMZM2G134023"	1	1	1	0.988089338675908	1
"GRMZM2G134027"	1	1	0.848283265068434	0.50286697699886	0.406278274837328
"GRMZM2G134040"	1	1	1	1	1
"GRMZM2G134042"	1	1	1	1	1
"GRMZM2G134044"	1	1	1	0.620179863401015	1
"GRMZM2G134045"	1	1	0.854832325784935	1	1
"GRMZM2G134047"	1	1	1	1	1
"GRMZM2G134049"	1	0.5672332779355	1	0.701241673734478	1
"GRMZM2G134054"	1	1	1	0.108451213490072	0.192534916548483
"GRMZM2G134059"	1	1	1	1	1
"GRMZM2G134062"	1	1	1	0.045666587939516	1
"GRMZM2G134064"	1	0.719440932151084	1	0.919444684152205	0.507157260083462
"GRMZM2G134066"	1	1	1	0.849500757757036	1
"GRMZM2G134067"	1	1	1	1	1
"GRMZM2G134072"	1	1	1	1	0.938863257259143
"GRMZM2G134073"	1	1	1	0.845857080802867	1
"GRMZM2G134089"	1	1	1	1	1
"GRMZM2G134104"	1	0.90505478790938	1	0.537380936001866	1
"GRMZM2G134105"	1	1	1	1	1
"GRMZM2G134107"	1	0.669026298414966	0.490314155800061	0.172695117608124	1
"GRMZM2G134109"	1	0.0796709657378099	0.324632191956016	0.173247462420041	1
"GRMZM2G134113"	1	1	1	0.733272282369377	1
"GRMZM2G134115"	1	1	1	1	1
"GRMZM2G134130"	1	1	0.456428065061191	1	0.12309993060684
"GRMZM2G134131"	1	1	1	1	1
"GRMZM2G134134"	0.880734856266985	0.118769658942178	0.0257581732980723	0.000500505218544736	0.299582750815344
"GRMZM2G134146"	1	1	1	1	1
"GRMZM2G134149"	1	1	1	1	0.472137596216119
"GRMZM2G134156"	1	1	1	1	1
"GRMZM2G134162"	1	1	0.563668952624823	1	1
"GRMZM2G134176"	1	0.477679520478665	1	0.0904433118387411	1
"GRMZM2G134178"	1	1	0.966507008850634	0.873297573180391	1
"GRMZM2G134182"	1	1	1	1	1
"GRMZM2G134183"	1	1	1	1	1
"GRMZM2G134186"	1	1	1	1	1
"GRMZM2G134192"	1	0.585937952923771	1	1	1
"GRMZM2G134194"	1	1	1	1	1
"GRMZM2G134205"	1	1	1	0.153950468369117	1
"GRMZM2G134208"	1	1	1	1	1
"GRMZM2G134214"	1	1	1	0.204366516851115	1
"GRMZM2G134219"	1	1	1	0.953358277579958	1
"GRMZM2G134227"	1	1	1	0.894851712970381	1
"GRMZM2G134230"	0.211732583256436	0.00283729735188827	0.0161269616969005	0.0128989827428276	0.00687044321733027
"GRMZM2G134234"	1	1	1	1	1
"GRMZM2G134235"	1	1	0.865433461151393	0.98859522547126	1
"GRMZM2G134244"	0.267222978758976	1	0.00739290054997775	0.00157734042337285	0.0812496448505206
"GRMZM2G134248"	1	1	1	0.0607892565159938	1
"GRMZM2G134251"	1	1	1	0.545688622114759	1
"GRMZM2G134254"	1	1	1	1	1
"GRMZM2G134256"	1	1	1	0.678010998144575	1
"GRMZM2G134260"	1	1	0.47969925000873	0.0360168589179383	1
"GRMZM2G134264"	1	0.113401355717928	0.000305410061053003	5.08867868168268e-07	1.65711653617021e-05
"GRMZM2G134266"	1	1	1	1	1
"GRMZM2G134270"	1	1	1	0.0261675229869468	0.469188554643551
"GRMZM2G134277"	1	1	1	1	1
"GRMZM2G134279"	1	1	1	1	1
"GRMZM2G134284"	1	1	1	0.162208711975863	1
"GRMZM2G134295"	1	1	1	0.778150244462777	1
"GRMZM2G134300"	1	1	1	0.663247327291119	1
"GRMZM2G134306"	1	1	1	0.722321240204319	1
"GRMZM2G134308"	1	1	1	0.365116959833807	1
"GRMZM2G134313"	1	1	1	0.454503800062082	1
"GRMZM2G134325"	1	0.0867866060658915	1	0.558315103018169	1
"GRMZM2G134329"	1	1	1	1	1
"GRMZM2G134332"	1	1	1	0.488322851534392	1
"GRMZM2G134334"	1	1	1	0.644394651070012	1
"GRMZM2G134340"	1	0.934321497547428	1	0.177983841054424	0.923082623498936
"GRMZM2G134341"	0.503484793630003	1	1	1	1
"GRMZM2G134351"	0.647412929724517	0.0282382042045334	0.00411277759653339	7.36595283739052e-06	0.059961596890319
"GRMZM2G134367"	1	0.0770440796109312	6.9325863999195e-05	0.00039523456615511	0.04788327503219
"GRMZM2G134382"	0.33447685666528	1	0.684661956171685	0.256604798415194	0.220304001691642
"GRMZM2G134385"	1	1	1	0.423534514129421	1
"GRMZM2G134389"	1	1	1	1	1
"GRMZM2G134393"	1	1	1	0.866293989112185	1
"GRMZM2G134396"	0.158461821476462	0.178973609466193	0.0139746706304313	0.0909221319081789	0.0203693065403176
"GRMZM2G134398"	1	1	1	1	1
"GRMZM2G134402"	1	1	1	1	1
"GRMZM2G134411"	0.322446164563926	0.0524099919901062	1	0.562612268262579	1
"GRMZM2G134414"	1	0.573126333239281	1	0.845071940804381	1
"GRMZM2G134415"	1	1	1	0.840982438127983	1
"GRMZM2G134419"	1	1	1	0.159349271362559	1
"GRMZM2G134424"	1	1	1	0.322196334613874	0.736487011059964
"GRMZM2G134426"	1	0.147396443338989	0.402174607147982	0.000471758488764341	0.0017548974460189
"GRMZM2G134430"	0.639368854117023	0.831320896939406	1	1	1
"GRMZM2G134432"	1	1	1	1	1
"GRMZM2G134439"	1	1	1	0.02752451096888	1
"GRMZM2G134450"	1	1	0.759724408578625	0.83578919276994	1
"GRMZM2G134454"	1	1	1	0.59957475891521	0.8974525419817
"GRMZM2G134457"	1	1	1	1	1
"GRMZM2G134468"	1	1	1	1	1
"GRMZM2G134471"	1	1	1	1	1
"GRMZM2G134476"	1	1	1	0.849500757757036	1
"GRMZM2G134480"	1	1	1	0.850178413607032	1
"GRMZM2G134484"	1	1	1	1	1
"GRMZM2G134496"	1	1	1	1	1
"GRMZM2G134497"	1	1	1	1	1
"GRMZM2G134502"	1	1	1	1	1
"GRMZM2G134508"	0.871996866949138	1	1	1	1
"GRMZM2G134510"	1	1	1	1	1
"GRMZM2G134514"	1	1	1	0.294213853392568	1
"GRMZM2G134517"	1	1	1	1	1
"GRMZM2G134523"	1	1	1	1	0.460916970424226
"GRMZM2G134528"	1	1	1	1	1
"GRMZM2G134529"	1	1	1	1	1
"GRMZM2G134539"	0.866236619814381	1	1	0.510640532877584	1
"GRMZM2G134545"	0.109839584253879	7.83870541870783e-05	0.000335413914916555	0.00597730858007438	0.000950477625510567
"GRMZM2G134550"	1	1	1	0.608316084862293	1
"GRMZM2G134552"	1	0.939618353456974	0.158208528689881	1	0.813493940023184
"GRMZM2G134559"	1	1	1	0.840982438127983	1
"GRMZM2G134563"	1	0.395464844125788	1	1	0.896851460565445
