""	"LMD_S14.vs.total_S14"
"GRMZM2G400169"	1
"GRMZM2G400173"	0.00930146264166557
"GRMZM2G400175"	0.697603894350517
"GRMZM2G400189"	1
"GRMZM2G400197"	1
"GRMZM2G400223"	0.174782668237846
"GRMZM2G400238"	0.00381231285131722
"GRMZM2G400256"	1
"GRMZM2G400268"	1
"GRMZM2G400269"	1
"GRMZM2G400281"	0.688934488394478
"GRMZM2G400284"	1
"GRMZM2G400333"	1
"GRMZM2G400341"	1
"GRMZM2G400352"	0.775174871919612
"GRMZM2G400382"	1
"GRMZM2G400390"	1
"GRMZM2G400408"	1
"GRMZM2G400409"	1
"GRMZM2G400439"	0.487448941494302
"GRMZM2G400444"	1
"GRMZM2G400452"	1
"GRMZM2G400470"	1
"GRMZM2G400489"	1
"GRMZM2G400497"	1
"GRMZM2G400502"	1
"GRMZM2G400533"	1
"GRMZM2G400559"	1
"GRMZM2G400570"	1
"GRMZM2G400578"	1
"GRMZM2G400593"	0.000776297517338846
"GRMZM2G400596"	1
"GRMZM2G400602"	1
"GRMZM2G400604"	0.633224373215404
"GRMZM2G400615"	0.7781744805917
"GRMZM2G400623"	1
"GRMZM2G400647"	1
"GRMZM2G400655"	0.724863843457707
"GRMZM2G400681"	1
"GRMZM2G400694"	0.731526141194842
"GRMZM2G400704"	1
"GRMZM2G400707"	1
"GRMZM2G400714"	1
"GRMZM2G400718"	1
"GRMZM2G400720"	1
"GRMZM2G400725"	1
"GRMZM2G400749"	1
"GRMZM2G400781"	1
"GRMZM2G400784"	1
"GRMZM2G400790"	1
"GRMZM2G400802"	1
"GRMZM2G400806"	0.161822908781621
"GRMZM2G400821"	1
"GRMZM2G400882"	1
"GRMZM2G400907"	0.333317994842576
"GRMZM2G400920"	1
"GRMZM2G400925"	1
"GRMZM2G400929"	0.517713897338789
"GRMZM2G400938"	1.98351663020306e-08
"GRMZM2G400954"	0.913084577534139
"GRMZM2G400961"	1
"GRMZM2G400965"	0.717997441593908
"GRMZM2G400999"	1
"GRMZM2G401009"	0.117708406281396
"GRMZM2G401019"	0.697652167935144
"GRMZM2G401026"	0.174661167008802
"GRMZM2G401029"	1
"GRMZM2G401040"	1
"GRMZM2G401050"	0.00161155525185111
"GRMZM2G401055"	0.000850299896132101
"GRMZM2G401062"	0.607075996274031
"GRMZM2G401075"	1
"GRMZM2G401089"	1
"GRMZM2G401108"	0.731526141194842
"GRMZM2G401139"	1
"GRMZM2G401147"	0.506402724650602
"GRMZM2G401152"	1
"GRMZM2G401172"	1
"GRMZM2G401179"	1
"GRMZM2G401209"	0.731526141194842
"GRMZM2G401267"	0.518110144111136
"GRMZM2G401288"	1
"GRMZM2G401291"	1
"GRMZM2G401294"	1
"GRMZM2G401308"	0.451123665035468
"GRMZM2G401328"	1
"GRMZM2G401331"	1
"GRMZM2G401339"	1
"GRMZM2G401342"	1
"GRMZM2G401374"	1
"GRMZM2G401402"	1
"GRMZM2G401436"	0.221305755183964
"GRMZM2G401463"	1
"GRMZM2G401485"	1
"GRMZM2G401501"	0.716430439076051
"GRMZM2G401511"	0.230770389791773
"GRMZM2G401515"	1
"GRMZM2G401521"	0.731526141194842
"GRMZM2G401537"	1
"GRMZM2G401541"	0.791766932956083
"GRMZM2G401561"	0.72165951911694
"GRMZM2G401581"	1
"GRMZM2G401600"	1
"GRMZM2G401606"	1
"GRMZM2G401609"	0.789636431321728
"GRMZM2G401664"	1
"GRMZM2G401700"	1
"GRMZM2G401721"	1
"GRMZM2G401753"	0.37961022557381
"GRMZM2G401769"	0.000498540786731559
"GRMZM2G401784"	1
"GRMZM2G401809"	1
"GRMZM2G401811"	0.373174675944466
"GRMZM2G401821"	1
"GRMZM2G401826"	1
"GRMZM2G401827"	0.71085753610815
"GRMZM2G401830"	1
"GRMZM2G401831"	2.21712596968219e-05
"GRMZM2G401835"	1
"GRMZM2G401848"	0.000195062346718665
"GRMZM2G401869"	1.86523759192754e-07
"GRMZM2G401874"	1
"GRMZM2G401883"	0.159582625500046
"GRMZM2G401906"	1
"GRMZM2G401934"	0.121144754349218
"GRMZM2G401947"	1
"GRMZM2G401970"	0.731526141194842
"GRMZM2G401975"	1
"GRMZM2G401979"	0.813115994534874
"GRMZM2G401983"	1
"GRMZM2G401991"	1
"GRMZM2G401997"	1
"GRMZM2G402002"	0.212062411293607
"GRMZM2G402006"	1
"GRMZM2G402015"	1
"GRMZM2G402027"	0.324208955952145
"GRMZM2G402039"	1
"GRMZM2G402048"	1
"GRMZM2G402069"	1
"GRMZM2G402088"	7.03893380323557e-08
"GRMZM2G402092"	0.138419746209277
"GRMZM2G402137"	1
"GRMZM2G402156"	1
"GRMZM2G402159"	0.186171041097845
"GRMZM2G402165"	1
"GRMZM2G402167"	0.542941654511129
"GRMZM2G402171"	1
"GRMZM2G402185"	1
"GRMZM2G402211"	0.731526141194842
"GRMZM2G402222"	0.475669963112844
"GRMZM2G402224"	1
"GRMZM2G402228"	1
"GRMZM2G402239"	0.150364697067987
"GRMZM2G402242"	0.211202597524868
"GRMZM2G402262"	0.49571795477868
"GRMZM2G402283"	1
"GRMZM2G402293"	1
"GRMZM2G402301"	1
"GRMZM2G402307"	0.0159732323988634
"GRMZM2G402309"	3.36912252239471e-07
"GRMZM2G402319"	0.006648312025768
"GRMZM2G402330"	1
"GRMZM2G402341"	1
"GRMZM2G402368"	0.162273047605469
"GRMZM2G402417"	1
"GRMZM2G402453"	1
"GRMZM2G402459"	1
"GRMZM2G402485"	1
"GRMZM2G402491"	1
"GRMZM2G402493"	0.504269660104148
"GRMZM2G402538"	1
"GRMZM2G402564"	1
"GRMZM2G402582"	0.398794200606486
"GRMZM2G402584"	0.775323683003995
"GRMZM2G402618"	1
"GRMZM2G402631"	1
"GRMZM2G402638"	1
"GRMZM2G402645"	0.0997591277707681
"GRMZM2G402650"	1
"GRMZM2G402653"	1
"GRMZM2G402672"	1
"GRMZM2G402675"	0.138869783441803
"GRMZM2G402708"	1
"GRMZM2G402714"	1
"GRMZM2G402753"	1
"GRMZM2G402765"	1
"GRMZM2G402776"	1
"GRMZM2G402779"	1
"GRMZM2G402797"	0.697603894350517
"GRMZM2G402804"	0.591544015422105
"GRMZM2G402806"	0.697603894350517
"GRMZM2G402817"	0.83105196141083
"GRMZM2G402837"	1
"GRMZM2G402862"	1
"GRMZM2G402881"	0.768651021800929
"GRMZM2G402936"	1
"GRMZM2G402977"	0.0868216152070185
"GRMZM2G402987"	1
"GRMZM2G403003"	1
"GRMZM2G403007"	1
"GRMZM2G403010"	1
"GRMZM2G403039"	1
"GRMZM2G403076"	1
"GRMZM2G403111"	1
"GRMZM2G403121"	0.77517936979001
"GRMZM2G403149"	1
"GRMZM2G403151"	0.0107635846429289
"GRMZM2G403162"	0.705636754765672
"GRMZM2G403190"	1
"GRMZM2G403196"	0.208330400554287
"GRMZM2G403218"	0.0166596002208024
"GRMZM2G403237"	1
"GRMZM2G403276"	1
"GRMZM2G403313"	1
"GRMZM2G403384"	1
"GRMZM2G403395"	1
"GRMZM2G403407"	1
"GRMZM2G403424"	1
"GRMZM2G403426"	1
"GRMZM2G403437"	1
"GRMZM2G403454"	0.731526141194842
"GRMZM2G403475"	1
"GRMZM2G403488"	0.766964897563005
"GRMZM2G403493"	0.697603894350517
"GRMZM2G403547"	1
"GRMZM2G403554"	0.430448842993743
"GRMZM2G403562"	0.401308325977426
"GRMZM2G403576"	1
"GRMZM2G403590"	0.342496313354097
"GRMZM2G403601"	1
"GRMZM2G403609"	1
"GRMZM2G403620"	1
"GRMZM2G403636"	1
"GRMZM2G403652"	0.785142945486924
"GRMZM2G403664"	0.731526141194842
"GRMZM2G403667"	1
"GRMZM2G403669"	0.644759603788975
"GRMZM2G403680"	0.0360446525816755
"GRMZM2G403712"	1
"GRMZM2G403719"	0.291635104065572
"GRMZM2G403724"	1
"GRMZM2G403740"	1
"GRMZM2G403763"	1
"GRMZM2G403772"	1
"GRMZM2G403774"	1
"GRMZM2G403789"	1
"GRMZM2G403797"	0.70627321494818
"GRMZM2G403800"	1
"GRMZM2G403813"	1
"GRMZM2G403816"	1
"GRMZM2G403828"	0.00319331454400825
"GRMZM2G403850"	1
"GRMZM2G403886"	0.00577086400418992
"GRMZM2G403904"	1
"GRMZM2G403915"	1
"GRMZM2G403944"	1
"GRMZM2G403964"	0.697603894350517
"GRMZM2G403977"	1
"GRMZM2G404011"	1
"GRMZM2G404025"	0.355538755266625
"GRMZM2G404043"	0.000758892781558057
"GRMZM2G404056"	1
"GRMZM2G404066"	0.00816031267385062
"GRMZM2G404078"	0.809446131120808
"GRMZM2G404081"	1
"GRMZM2G404121"	1
"GRMZM2G404126"	0.435249164348344
"GRMZM2G404132"	0.00410741737025373
"GRMZM2G404137"	1
"GRMZM2G404184"	1
"GRMZM2G404188"	1
"GRMZM2G404191"	1
"GRMZM2G404207"	0.036321044535742
"GRMZM2G404237"	0.724415880322334
"GRMZM2G404249"	1
"GRMZM2G404274"	1
"GRMZM2G404279"	1
"GRMZM2G404316"	1
"GRMZM2G404367"	1
"GRMZM2G404374"	0.00417505075087934
"GRMZM2G404375"	0.19204480597369
"GRMZM2G404377"	1.73952090077602e-05
"GRMZM2G404380"	1
"GRMZM2G404411"	0.559730565237292
"GRMZM2G404414"	1
"GRMZM2G404416"	1
"GRMZM2G404423"	1
"GRMZM2G404426"	2.48866310015444e-05
"GRMZM2G404443"	0.00935261318770277
"GRMZM2G404453"	1
"GRMZM2G404459"	0.357965715343407
"GRMZM2G404530"	0.408954970406673
"GRMZM2G404535"	1
"GRMZM2G404551"	1
"GRMZM2G404571"	1
"GRMZM2G404584"	0.731526141194842
"GRMZM2G404599"	0.731526141194842
"GRMZM2G404603"	1
"GRMZM2G404608"	0.944806549318878
"GRMZM2G404617"	1
"GRMZM2G404622"	1
"GRMZM2G404631"	1
"GRMZM2G404647"	1
"GRMZM2G404653"	0.517735949695649
"GRMZM2G404676"	1
"GRMZM2G404682"	0.697603894350517
"GRMZM2G404688"	1
"GRMZM2G404693"	0.185513017399384
"GRMZM2G404698"	1
"GRMZM2G404702"	0.248910169571986
"GRMZM2G404755"	0.000171371903415183
"GRMZM2G404762"	1
"GRMZM2G404767"	0.00301319763134631
"GRMZM2G404769"	1
"GRMZM2G404775"	1
"GRMZM2G404855"	0.414132168405146
"GRMZM2G404864"	1
"GRMZM2G404881"	1
"GRMZM2G404888"	0.744551800202854
"GRMZM2G404895"	1
"GRMZM2G404897"	0.816642252263849
"GRMZM2G404920"	1
"GRMZM2G404922"	0.421334021334424
"GRMZM2G404929"	1
"GRMZM2G404941"	1
"GRMZM2G404965"	1
"GRMZM2G404973"	1
"GRMZM2G404977"	1
"GRMZM2G405017"	1
"GRMZM2G405022"	1
"GRMZM2G405052"	0.0280764809608615
"GRMZM2G405064"	0.722751306184432
"GRMZM2G405067"	1
"GRMZM2G405069"	0.731526141194842
"GRMZM2G405071"	1
"GRMZM2G405090"	1
"GRMZM2G405094"	0.177781855773026
"GRMZM2G405133"	1
"GRMZM2G405170"	1
"GRMZM2G405172"	1
"GRMZM2G405178"	1
"GRMZM2G405185"	1
"GRMZM2G405203"	1
"GRMZM2G405225"	1
"GRMZM2G405262"	0.731526141194842
"GRMZM2G405272"	1
"GRMZM2G405280"	1
"GRMZM2G405284"	1
"GRMZM2G405307"	0.0785739452145076
"GRMZM2G405313"	1
"GRMZM2G405361"	1
"GRMZM2G405368"	0.336238612821375
"GRMZM2G405373"	1
"GRMZM2G405385"	0.314724572034573
"GRMZM2G405387"	1
"GRMZM2G405406"	1
"GRMZM2G405459"	0.711034801845057
"GRMZM2G405474"	1
"GRMZM2G405476"	1
"GRMZM2G405486"	1
"GRMZM2G405498"	1
"GRMZM2G405499"	0.00108076822227849
"GRMZM2G405503"	0.101959596591848
"GRMZM2G405519"	1
"GRMZM2G405548"	1
"GRMZM2G405556"	1
"GRMZM2G405559"	1
"GRMZM2G405567"	1
"GRMZM2G405569"	1
"GRMZM2G405573"	1
"GRMZM2G405575"	0.0774097274048685
"GRMZM2G405577"	1
"GRMZM2G405580"	1
"GRMZM2G405581"	1
"GRMZM2G405584"	1
"GRMZM2G405592"	1
"GRMZM2G405595"	1
"GRMZM2G405622"	1
"GRMZM2G405655"	1
"GRMZM2G405662"	0.629794436957582
"GRMZM2G405684"	1
"GRMZM2G405690"	0.0601082228802135
"GRMZM2G405699"	0.000899046723411598
"GRMZM2G405706"	1
"GRMZM2G405708"	1
"GRMZM2G405722"	0.755309046296668
"GRMZM2G405751"	1
"GRMZM2G405753"	1
"GRMZM2G405760"	0.553643526663549
"GRMZM2G405770"	1
"GRMZM2G405804"	1
"GRMZM2G405815"	0.489444902542205
"GRMZM2G405818"	1
"GRMZM2G405830"	1
"GRMZM2G405844"	1
"GRMZM2G405863"	1
"GRMZM2G405922"	1
"GRMZM2G405947"	1
"GRMZM2G405962"	1
"GRMZM2G406014"	1
"GRMZM2G406024"	1
"GRMZM2G406026"	1
"GRMZM2G406043"	3.71706309638655e-05
"GRMZM2G406074"	1
"GRMZM2G406075"	1
"GRMZM2G406088"	1
"GRMZM2G406089"	0.772366073722868
"GRMZM2G406091"	1
"GRMZM2G406099"	0.722527117728758
"GRMZM2G406101"	0.744637727375894
"GRMZM2G406108"	0.132949333772443
"GRMZM2G406119"	0.0646548250218145
"GRMZM2G406129"	1
"GRMZM2G406135"	1
"GRMZM2G406155"	1
"GRMZM2G406165"	8.4396780146408e-05
"GRMZM2G406168"	1
"GRMZM2G406170"	0.99431934871301
"GRMZM2G406177"	0.765956505939463
"GRMZM2G406196"	0.21300437577602
"GRMZM2G406204"	1
"GRMZM2G406268"	0.0332332584926999
"GRMZM2G406269"	0.712173202453089
"GRMZM2G406307"	1
"GRMZM2G406313"	1
"GRMZM2G406315"	0.764152309651849
"GRMZM2G406331"	0.0062653517811913
"GRMZM2G406342"	1
"GRMZM2G406350"	1
"GRMZM2G406376"	1
"GRMZM2G406378"	0.885093966652438
"GRMZM2G406393"	1
"GRMZM2G406413"	0.745656973627144
"GRMZM2G406438"	1
"GRMZM2G406457"	0.731526141194842
"GRMZM2G406493"	0.704511149823351
"GRMZM2G406550"	1
"GRMZM2G406552"	1
"GRMZM2G406553"	0.357937913376868
"GRMZM2G406557"	1
"GRMZM2G406588"	1
"GRMZM2G406600"	1
"GRMZM2G406601"	0.641663980109152
"GRMZM2G406603"	2.23789920611463e-05
"GRMZM2G406605"	0.791766932956083
"GRMZM2G406631"	1
"GRMZM2G406643"	0.794685535084226
"GRMZM2G406651"	0.000951688532429763
"GRMZM2G406662"	1
"GRMZM2G406672"	8.22714359536778e-05
"GRMZM2G406674"	0.731526141194842
"GRMZM2G406712"	4.94940098425441e-08
"GRMZM2G406713"	1
"GRMZM2G406715"	0.155492052388202
"GRMZM2G406746"	1
"GRMZM2G406758"	1
"GRMZM2G406763"	1
"GRMZM2G406792"	1
"GRMZM2G406805"	1
"GRMZM2G406830"	0.0199523838158038
"GRMZM2G406859"	1
"GRMZM2G406871"	1
"GRMZM2G406890"	1
"GRMZM2G406945"	1
"GRMZM2G406951"	0.287733634754457
"GRMZM2G406962"	1
"GRMZM2G406974"	0.248483501776715
"GRMZM2G406977"	0.0165990458337958
"GRMZM2G407009"	1
"GRMZM2G407032"	0.744286301883521
"GRMZM2G407044"	1
"GRMZM2G407083"	1
"GRMZM2G407119"	0.475669963112844
"GRMZM2G407146"	1
"GRMZM2G407164"	1
"GRMZM2G407181"	0.73721262625646
"GRMZM2G407189"	0.379841464968336
"GRMZM2G407223"	0.605553901767196
"GRMZM2G407243"	1
"GRMZM2G407249"	1
"GRMZM2G407256"	1
"GRMZM2G407273"	1
"GRMZM2G407279"	1
"GRMZM2G407287"	0.268228543124737
"GRMZM2G407347"	1
"GRMZM2G407361"	0.150489328316224
"GRMZM2G407382"	1
"GRMZM2G407393"	1
"GRMZM2G407396"	1
"GRMZM2G407403"	0.197380506525061
"GRMZM2G407406"	1
"GRMZM2G407495"	1
"GRMZM2G407513"	0.978384807752499
"GRMZM2G407517"	0.010011247343392
"GRMZM2G407522"	1
"GRMZM2G407549"	0.761176671417504
"GRMZM2G407605"	1
"GRMZM2G407623"	1
"GRMZM2G407626"	1
"GRMZM2G407631"	0.0328412395437655
"GRMZM2G407633"	0.00832857789737071
"GRMZM2G407650"	1
"GRMZM2G407683"	1
"GRMZM2G407740"	1
"GRMZM2G407741"	1
"GRMZM2G407760"	1
"GRMZM2G407769"	1
"GRMZM2G407783"	1
"GRMZM2G407790"	1
"GRMZM2G407802"	1
"GRMZM2G407825"	0.0838029972051489
"GRMZM2G407837"	0.731526141194842
"GRMZM2G407846"	1
"GRMZM2G407861"	0.426360821564368
"GRMZM2G407869"	1
"GRMZM2G407913"	0.235170108145608
"GRMZM2G407949"	1
"GRMZM2G407969"	1
"GRMZM2G407976"	1
"GRMZM2G407996"	1
"GRMZM2G408005"	0.0208923174110255
"GRMZM2G408010"	0.0414922157779841
"GRMZM2G408012"	1
"GRMZM2G408020"	0.000587287504983956
"GRMZM2G408038"	0.0223084189937073
"GRMZM2G408096"	0.25160357134813
"GRMZM2G408125"	1
"GRMZM2G408158"	1
"GRMZM2G408174"	1
"GRMZM2G408216"	1
"GRMZM2G408242"	1
"GRMZM2G408256"	1
"GRMZM2G408259"	1
"GRMZM2G408263"	1
"GRMZM2G408294"	0.021393763600476
"GRMZM2G408305"	0.330599958552545
"GRMZM2G408308"	1
"GRMZM2G408359"	0.451123665035468
"GRMZM2G408371"	1
"GRMZM2G408376"	0.757697581252806
"GRMZM2G408379"	1
"GRMZM2G408385"	1
"GRMZM2G408408"	1
"GRMZM2G408436"	1
"GRMZM2G408445"	1
"GRMZM2G408458"	1
"GRMZM2G408462"	0.282062371388451
"GRMZM2G408465"	1
"GRMZM2G408474"	1
"GRMZM2G408483"	1
"GRMZM2G408528"	1
"GRMZM2G408537"	1
"GRMZM2G408598"	0.40293322922854
"GRMZM2G408600"	1
"GRMZM2G408698"	1
"GRMZM2G408703"	1
"GRMZM2G408706"	1
"GRMZM2G408710"	1
"GRMZM2G408718"	1
"GRMZM2G408768"	0.22580755958895
"GRMZM2G408775"	1
"GRMZM2G408809"	0.184219786569624
"GRMZM2G408822"	1
"GRMZM2G408834"	0.595725960761894
"GRMZM2G408860"	1
"GRMZM2G408875"	1
"GRMZM2G408881"	1
"GRMZM2G408887"	1
"GRMZM2G408897"	0.105194024255839
"GRMZM2G408949"	0.0852424806942642
"GRMZM2G408958"	0.731526141194842
"GRMZM2G408963"	0.428951444706374
"GRMZM2G408967"	0.0490517895229549
"GRMZM2G408989"	1
"GRMZM2G409022"	1
"GRMZM2G409044"	1
"GRMZM2G409062"	1
"GRMZM2G409067"	1
"GRMZM2G409071"	1
"GRMZM2G409076"	1
"GRMZM2G409082"	1
"GRMZM2G409083"	0.697603894350517
"GRMZM2G409086"	0.483218910823308
"GRMZM2G409093"	1
"GRMZM2G409101"	1
"GRMZM2G409104"	0.000223867099771684
"GRMZM2G409112"	1
"GRMZM2G409128"	0.00195642394806811
"GRMZM2G409131"	0.279465128662916
"GRMZM2G409133"	1
"GRMZM2G409164"	1
"GRMZM2G409177"	1
"GRMZM2G409190"	1
"GRMZM2G409203"	1
"GRMZM2G409205"	1
"GRMZM2G409213"	0.000356758767712693
"GRMZM2G409219"	1
"GRMZM2G409224"	0.0289293831787068
"GRMZM2G409245"	1
"GRMZM2G409265"	8.13367767568282e-05
"GRMZM2G409283"	1
"GRMZM2G409286"	1
"GRMZM2G409309"	1
"GRMZM2G409312"	0.811751587531364
"GRMZM2G409343"	4.59693595052407e-10
"GRMZM2G409358"	1
"GRMZM2G409372"	0.719965285670869
"GRMZM2G409407"	1
"GRMZM2G409430"	0.569309512336965
"GRMZM2G409452"	1
"GRMZM2G409457"	1
"GRMZM2G409469"	0.731526141194842
"GRMZM2G409473"	1
"GRMZM2G409475"	1
"GRMZM2G409485"	1
"GRMZM2G409499"	2.03449907487526e-10
"GRMZM2G409514"	1
"GRMZM2G409589"	1
"GRMZM2G409627"	1
"GRMZM2G409630"	1
"GRMZM2G409635"	0.731526141194842
"GRMZM2G409658"	0.674619375547913
"GRMZM2G409671"	1
"GRMZM2G409701"	0.697603894350517
"GRMZM2G409722"	0.697603894350517
"GRMZM2G409724"	0.733377762002456
"GRMZM2G409726"	1
"GRMZM2G409734"	1
"GRMZM2G409753"	1
"GRMZM2G409771"	0.0457338253460939
"GRMZM2G409839"	1.01416166027254e-08
"GRMZM2G409865"	1
"GRMZM2G409881"	1
"GRMZM2G409893"	0.74326378514941
"GRMZM2G409916"	1
"GRMZM2G409927"	1
"GRMZM2G409934"	1
"GRMZM2G409956"	1
"GRMZM2G409960"	1
"GRMZM2G409970"	0.435351142029847
"GRMZM2G409974"	0.41454751501548
"GRMZM2G409976"	0.133427879188833
"GRMZM2G409997"	0.78502565592771
"GRMZM2G410014"	0.697603894350517
"GRMZM2G410029"	1
"GRMZM2G410033"	1
"GRMZM2G410042"	1
"GRMZM2G410083"	0.595984966961229
"GRMZM2G410085"	0.724691372030401
"GRMZM2G410134"	1
"GRMZM2G410150"	0.731526141194842
"GRMZM2G410152"	1
"GRMZM2G410155"	1
"GRMZM2G410162"	0.685936913963045
"GRMZM2G410175"	1
"GRMZM2G410184"	1
"GRMZM2G410191"	0.0109550357297662
"GRMZM2G410275"	0.0033893560251172
"GRMZM2G410289"	1
"GRMZM2G410293"	0.769247439145227
"GRMZM2G410318"	0.0383669605948175
"GRMZM2G410338"	0.731526141194842
"GRMZM2G410350"	1
"GRMZM2G410352"	0.0654429135903862
"GRMZM2G410357"	0.0213056981400913
"GRMZM2G410393"	0.00738712636579313
"GRMZM2G410428"	1
"GRMZM2G410443"	1
"GRMZM2G410479"	0.172478709756229
"GRMZM2G410487"	0.697603894350517
"GRMZM2G410499"	1
"GRMZM2G410515"	1
"GRMZM2G410567"	0.371245071535193
"GRMZM2G410595"	0.711963376167262
"GRMZM2G410603"	1
"GRMZM2G410618"	1
"GRMZM2G410623"	0.804864160537881
"GRMZM2G410644"	1
"GRMZM2G410700"	1
"GRMZM2G410704"	0.0588488354902059
"GRMZM2G410710"	1
"GRMZM2G410728"	1
"GRMZM2G410757"	1
"GRMZM2G410764"	0.801936174233887
"GRMZM2G410766"	0.703471170246264
"GRMZM2G410767"	0.752360778968777
"GRMZM2G410782"	0.014544280823852
"GRMZM2G410783"	1
"GRMZM2G410797"	1
"GRMZM2G410812"	0.786889529986619
"GRMZM2G410831"	0.359429452558633
"GRMZM2G410839"	0.0374539258667134
"GRMZM2G410865"	1
"GRMZM2G410904"	1
"GRMZM2G410916"	0.841431547447267
"GRMZM2G410925"	4.6565033937112e-07
"GRMZM2G410933"	1
"GRMZM2G410951"	0.000338770901388125
"GRMZM2G410963"	5.23929203081142e-06
"GRMZM2G410975"	0.277764181667965
"GRMZM2G410978"	0.731526141194842
"GRMZM2G410990"	0.698471176593962
"GRMZM2G410991"	0.00802404829706413
"GRMZM2G411008"	0.000309405718289273
"GRMZM2G411032"	1
"GRMZM2G411041"	1
"GRMZM2G411046"	0.697603894350517
"GRMZM2G411063"	1
"GRMZM2G411071"	0.697603894350517
"GRMZM2G411079"	0.731526141194842
"GRMZM2G411084"	0.703172748164044
"GRMZM2G411103"	1
"GRMZM2G411131"	0.00826704845858448
"GRMZM2G411134"	1
"GRMZM2G411138"	1
"GRMZM2G411159"	1
"GRMZM2G411177"	1
"GRMZM2G411216"	1
"GRMZM2G411221"	1
"GRMZM2G411251"	1
"GRMZM2G411260"	0.00753883349437919
"GRMZM2G411288"	1
"GRMZM2G411289"	1
"GRMZM2G411293"	0.0317601303419314
"GRMZM2G411308"	1
"GRMZM2G411333"	0.903227490739673
"GRMZM2G411348"	0.731526141194842
"GRMZM2G411438"	1
"GRMZM2G411448"	1
"GRMZM2G411457"	1
"GRMZM2G411484"	0.781968145726994
"GRMZM2G411507"	0.731526141194842
"GRMZM2G411530"	1
"GRMZM2G411536"	0.416456906620503
"GRMZM2G411555"	0.320024655918673
"GRMZM2G411561"	0.475669963112844
"GRMZM2G411569"	1
"GRMZM2G411579"	1
"GRMZM2G411639"	1
"GRMZM2G411649"	1
"GRMZM2G411652"	1
"GRMZM2G411653"	0.539595358317336
"GRMZM2G411668"	0.000190875184124214
"GRMZM2G411674"	1
"GRMZM2G411691"	1
"GRMZM2G411746"	1
"GRMZM2G411764"	0.78502565592771
"GRMZM2G411766"	0.0429094331947124
"GRMZM2G411771"	1
"GRMZM2G411786"	1
"GRMZM2G411790"	0.158922702611951
"GRMZM2G411888"	1
"GRMZM2G411893"	1
"GRMZM2G411901"	1
"GRMZM2G411916"	5.23423933753394e-07
"GRMZM2G411938"	1
"GRMZM2G411940"	0.00471818344071529
"GRMZM2G411956"	1
"GRMZM2G411976"	1
"GRMZM2G411986"	1
"GRMZM2G412009"	1
"GRMZM2G412021"	1
"GRMZM2G412039"	1
"GRMZM2G412073"	1
"GRMZM2G412075"	0.731526141194842
"GRMZM2G412078"	1
"GRMZM2G412079"	0.0580059885182101
"GRMZM2G412081"	0.731526141194842
"GRMZM2G412085"	0.753344696562478
"GRMZM2G412136"	1
"GRMZM2G412137"	0.00986713684891428
"GRMZM2G412150"	2.45669971532659e-12
"GRMZM2G412151"	0.410126729108918
"GRMZM2G412156"	1
"GRMZM2G412161"	1
"GRMZM2G412207"	1
"GRMZM2G412229"	0.970928272336351
"GRMZM2G412234"	0.214800286550194
"GRMZM2G412254"	0.731526141194842
"GRMZM2G412276"	1
"GRMZM2G412277"	1
"GRMZM2G412281"	1
"GRMZM2G412296"	0.368246256305448
"GRMZM2G412304"	0.302046617114691
"GRMZM2G412335"	1
"GRMZM2G412353"	1
"GRMZM2G412373"	0.114470622051504
"GRMZM2G412412"	1
"GRMZM2G412423"	1
"GRMZM2G412426"	1
"GRMZM2G412430"	0.601096504725121
"GRMZM2G412436"	1
"GRMZM2G412440"	0.124727643766449
"GRMZM2G412441"	1
"GRMZM2G412459"	1
"GRMZM2G412464"	1
"GRMZM2G412470"	0.707255021467801
"GRMZM2G412482"	1
"GRMZM2G412492"	6.75286146234893e-07
"GRMZM2G412503"	1
"GRMZM2G412524"	0.84706295291348
"GRMZM2G412557"	1
"GRMZM2G412577"	1
"GRMZM2G412598"	1
"GRMZM2G412601"	0.529476813576652
"GRMZM2G412604"	0.470664979997353
"GRMZM2G412609"	1
"GRMZM2G412611"	0.169548794159339
"GRMZM2G412624"	1
"GRMZM2G412630"	1
"GRMZM2G412674"	1
"GRMZM2G412694"	1
"GRMZM2G412702"	1
"GRMZM2G412760"	1
"GRMZM2G412784"	1
"GRMZM2G412793"	1
"GRMZM2G412814"	1
"GRMZM2G412830"	1
"GRMZM2G412846"	0.000131952578994206
"GRMZM2G412848"	1
"GRMZM2G412850"	1
"GRMZM2G412869"	1
"GRMZM2G412871"	1
"GRMZM2G412873"	1
"GRMZM2G412876"	1
"GRMZM2G412885"	0.256012100466898
"GRMZM2G412888"	1
"GRMZM2G412899"	0.992849067775765
"GRMZM2G412904"	0.195281315112472
"GRMZM2G412911"	0.27749053156778
"GRMZM2G412937"	0.000362012335197855
"GRMZM2G412966"	1
"GRMZM2G412969"	1
"GRMZM2G412981"	1
"GRMZM2G412986"	0.032838994564242
"GRMZM2G413006"	1
"GRMZM2G413017"	1
"GRMZM2G413030"	0.0262510685204323
"GRMZM2G413044"	0.744897879877981
"GRMZM2G413055"	1
"GRMZM2G413064"	1
"GRMZM2G413066"	1
"GRMZM2G413069"	0.379610520199873
"GRMZM2G413113"	0.364132712432261
"GRMZM2G413135"	1
"GRMZM2G413143"	1
"GRMZM2G413154"	1
"GRMZM2G413162"	4.98107768954092e-05
"GRMZM2G413170"	1
"GRMZM2G413174"	1
